node;clustering_coeffs;name_metrics;name_dataset;followers;popularity;genres;chart_hits
47btGSKOwookjdNLYbU0oW;1.0;Seoudy;Seoudy;1.0;0.0;[];
47gnRtMDHfYsLt9bVzkLNI;1.0;Rossalba Molina;Rossalba Molina;42.0;3.0;[];
47q3Hm8x4YEh0ZNocF323p;1.0;Letícia Hally;Letícia Hally;376.0;20.0;[];
47qdwg9hTxZW84vtl7pSqS;1.0;Lucas Wintz;Lucas Wintz;1509.0;19.0;[];
47ua4yVYdMAF0WISITlPW0;1.0;Payso;Payso;84.0;15.0;[];
47vrodiBCFFVy4tYgzz9Qb;1.0;Makabeli;Makabeli;338.0;6.0;[];
47wJGOh0yDLe3m6FRHW71l;1.0;King P;King P;52.0;18.0;[];
48CXOpJWX6hpYJ3FWyKfu2;1.0;CLOCKTAPE;CLOCKTAPE;2549.0;7.0;[];
48MuVq2xskDIQVs6VS8wON;1.0;DOA 7;DOA 7;33.0;11.0;[];
48Nq8S2QJmXf19JsY3k4VC;1.0;Kyco;Kyco;1056.0;33.0;['german dance'];
48OabqCyggDDNQmSEAf3o2;1.0;Ben Bones;Ben Bones;22.0;8.0;[];
48SHD5hX3v6hbajP1M4QV7;1.0;DJ VST;DJ VST;241.0;28.0;[];
48Vc450wxdxCdaoIqI4K56;1.0;Shady Lady;Shady Lady;50.0;10.0;[];
48Z2NlGrrp7vHR4VnvKTzd;1.0;Osama Verse-Atile;Osama Verse-Atile;45.0;16.0;[];
48ZMcpo8gIUdfKRrGbAzAY;1.0;Andrzej Sikorowski;Andrzej Sikorowski;5989.0;26.0;['classic polish pop', 'poezja spiewana', 'sung poetry'];
48fFW9rHg6jYYbPPnI1Ye4;1.0;RVPTR;RVPTR;1467.0;32.0;[];
48r7uvbmoavJ4JRlWmgaFm;1.0;Nickyvoice;Nickyvoice;11.0;9.0;[];
48vEuFP44nj7nvy6JUx5Vw;1.0;Babis Tsertos;Babis Tsertos;4514.0;25.0;['bouzouki', 'entehno', 'laiko', 'rebetiko'];
492C2UtmfLxF5LAPK6eHFG;1.0;Fernando Caro;Fernando Caro;12492.0;27.0;['flamenco urbano', 'pop flamenco'];
497ma3Q1UnHPhvRQKyoxW2;1.0;Amerika'n Sound;Amerika'n Sound;84585.0;48.0;['cumbia chilena', 'cumbia ranchera'];
499Ar86QjeY0vnbn4z9fKT;1.0;Paul Cannon;Paul Cannon;197.0;16.0;[];
49FuEUcoEf5YIcQdtEpOtF;1.0;Lust;Lust;26477.0;44.0;['huzunlu sarkilar'];
49Ig1fdepIMRJ5JUIr7Ppg;1.0;Lullabies;Lullabies;46.0;33.0;[];
49JFqkKqN2PWANlXIQlB5T;1.0;LVCRFT;LVCRFT;7150.0;34.0;[];
49PPHx2WvBFfsk6RKE0lCi;1.0;Kalle Lindroth;Kalle Lindroth;1098.0;48.0;['finnish pop'];
49d7S4txwt6kPnOcWv64Xk;1.0;Eidrian;Eidrian;13.0;3.0;[];
49fyJl5wIzI5GtRuCKxKRw;1.0;Na Yoon Kwon;Na Yoon Kwon;17696.0;30.0;['korean pop'];
49hkeOPfjwZ6tFWNRWXMGy;1.0;P$mall;P$mall;1429.0;13.0;['vietnamese hip hop'];
49nF9xvpVXaSBILmsasIkC;1.0;D.O.D;D.O.D;240.0;14.0;[];
49sjS8MaTk406DwCr7u0t0;1.0;Jordan Hart;Jordan Hart;124.0;16.0;[];
49wxwtIqjRKbj0d3eHDMRJ;1.0;Luis Cortés;Luis Cortés;12878.0;46.0;['flamenco urbano', 'pop flamenco'];
49yD0jRGchTnSnRCxz2MAb;1.0;Moscow on Keyz;Moscow on Keyz;11.0;6.0;[];
49z5Ae8CMJ1x79rjhFgmLS;1.0;Mount Cashmore;Mount Cashmore;631.0;22.0;[];['fi (1)']
4A0TivfinfALCAMJqqjZIk;1.0;Funk Wav;Funk Wav;9816.0;67.0;[];
4A1hhXvs2jAyUgsjjf1Lrj;1.0;Taipan;Taipan;13930.0;30.0;['french hip hop', 'rap inde'];
4AFUtRGh4gJb1mWNTtN0Ha;1.0;Kira Divine;Kira Divine;633.0;44.0;[];
4AX69F3L6j5N4wZFUaXYdc;1.0;SWAGE;SWAGE;2303.0;15.0;[];
4AYRktkXlsfZtGJVGeFm1B;1.0;GS Kartel;GS Kartel;620.0;23.0;[];
4Al3B094ftwkMZy8jb2QyP;1.0;Onur Uğur;Onur Uğur;5.0;15.0;[];
4Aq5J4U1dKDXtnqVv2mwPf;1.0;SenseiATL;SenseiATL;50.0;13.0;[];
4AvnDcHgXpQuHOGJ1gUnvE;1.0;Strongi;Strongi;5062.0;27.0;[];['hu (1)']
4AzwJwZ476LzoYLu2EZBnX;1.0;PVT Dael;PVT Dael;873.0;32.0;[];
4B3aifxHtpcKHuNi12lmSt;1.0;WATTS;WATTS;7513.0;47.0;[];['fi (1)', 'no (1)', 'za (1)', 'kr (1)', 'tw (1)', 'th (1)']
4B4YYJ0BAYBK86yxqQV7mu;1.0;Funky;Funky;629009.0;62.0;['latin christian', 'latin worship', 'rap cristiano', 'reggaeton cristiano'];
4BAaYv7f957JpMTHLyaBX6;1.0;Al Bettis;Al Bettis;222.0;16.0;['michigan folk'];
4BBd5vsCqULUMl4lXBCZqB;1.0;DJ AD;DJ AD;63.0;2.0;[];
4BDuirdIx3J7yihAlw7fCS;1.0;DIAMOND MQT;DIAMOND MQT;26007.0;33.0;['thai trap'];
4BJ5L7iTzZ7UbfDJEpkiwO;1.0;Ary Rafeiro;Ary Rafeiro;330.0;26.0;[];
4BNQJ8Afxte6sh70hKEFdu;1.0;MC Meta;MC Meta;17.0;11.0;[];
4BTpn8TkJe0FnqlpTY1ZJ2;1.0;Amrita Kak;Amrita Kak;259.0;45.0;[];
4BXqSYvqFkiXj2nrShuFsr;1.0;Mery Lionz;Mery Lionz;594.0;13.0;[];
4BXrJLagIbiwWnfJMd1sKQ;1.0;Meca;Meca;15632.0;44.0;['brazilian edm'];
4BgKgow0sYMYbeCwch19Bo;1.0;Lorelei Taron;Lorelei Taron;3726.0;43.0;[];
4BjFWIvMbK7uVSeD0i8GzQ;1.0;Omar Valera;Omar Valera;13.0;37.0;[];
4BkTFXaUWivBQa2UBqygbK;1.0;Carl Nunes;Carl Nunes;8142.0;26.0;[];
4BqUKXXf08V63YeqDFJr0O;1.0;Bochumer Symphoniker;Bochumer Symphoniker;108.0;8.0;['german orchestra'];
4BqZGXNNBxPtk3pbpVVx9b;1.0;Max Bunt;Max Bunt;62.0;0.0;[];
4BqsTdPIESsiz38Q6mJ4dZ;1.0;Ten Towns;Ten Towns;10.0;6.0;[];
4BtDAwCZhR6nPrJtbVgQNX;1.0;Fred Astaire;Fred Astaire;129431.0;46.0;['adult standards', 'lounge', 'swing', 'vintage hollywood', 'vocal jazz'];
4BxdM5p9mLBq9gIWKgCieS;1.0;Crooxs;Crooxs;116.0;4.0;[];
4BzB82YhAbjpauZj4GZBSD;1.0;Tom Cut;Tom Cut;0.0;0.0;[];
4CAL0nDGvLhUfQEpwSLnUz;1.0;Wacotron;Wacotron;25810.0;59.0;['pop rap'];
4CBytrQX85XtpfDzvdL3DI;1.0;Jelle van Dael;Jelle van Dael;1165.0;39.0;[];
4CIgpJioANhknACYsDfcKG;1.0;Chanelbigs;Chanelbigs;495.0;21.0;[];
4CQPmHby32hOV9vjFHHUJS;1.0;Fabinho;Fabinho;400.0;26.0;[];
4CRe6vxuEn6hPInfb77ev1;1.0;DNSTY;DNSTY;459.0;26.0;[];
4CTqKj41FXy59RvlQjU3yG;1.0;Sebastian Bruun;Sebastian Bruun;0.0;4.0;[];
4Ca7w1hI9xPfrUjYy4lLzM;1.0;Jussi Chydenius;Jussi Chydenius;28.0;3.0;[];
4Cf4Z1yWj8LbiWATORInsN;1.0;R.H. Vikram;R.H. Vikram;962.0;5.0;['kollywood'];
4ChW8MhLWPrHrKnAYuJYZg;1.0;Rammy;Rammy;39.0;2.0;[];
4CkBGPbWS1rULAY42Y6yhH;1.0;Kamo;Kamo;227.0;9.0;[];
4CktKtXqC86gSArFCZNuHH;1.0;Sampler Orchestra;Sampler Orchestra;167.0;29.0;[];
4Cq3Q4AfC857ZJuuCskWVu;1.0;LIHLE STAR;LIHLE STAR;5.0;3.0;[];
4Cshc48qUDcOC3r5D9n16f;1.0;Lưu Chí Vỹ;Lưu Chí Vỹ;156.0;9.0;[];
4Cx3Xgb8hVRlOlvjLNpUnS;1.0;Soul Avengerz;Soul Avengerz;1295.0;32.0;['disco house', 'funky house', 'funky tech house', 'soulful house', 'vocal house'];
4CxaWKLsnDdSkSaOtL3zC0;1.0;SJ;SJ;47690.0;48.0;['uk drill'];
4D5OZevmjOAIv8wJ6926H6;1.0;DJ Donna;DJ Donna;2.0;10.0;[];
4DAhpWFfOQv2UBSAzjhzLV;1.0;Rene;Rene;132.0;28.0;[];
4DCFKX9huTfXCF1sPoBK2q;1.0;Fullbeta;Fullbeta;158.0;19.0;[];
4DEP2Gftmem88C3JN8be77;1.0;Kozzie;Kozzie;7599.0;18.0;['grime'];
4DEiQ9ECCCLbZEdWWYg3sf;1.0;Bino;Bino;131.0;13.0;[];
4DIZQvay7jOs0YLw33LJXk;1.0;Migueli;Migueli;1738.0;27.0;[];
4DQ3NCNV3Ayp7xPN45KP41;1.0;Dióculos DJ;Dióculos DJ;131.0;28.0;[];
4DVGTp3TPGEMtoSKeqBwd1;1.0;Santhes;Santhes;57.0;4.0;[];
4DdfKo0gWHEjEoVNhzrADU;1.0;Mc G2;Mc G2;66.0;18.0;[];
4DhuU2g8P7yKCRnF3xDNIa;1.0;Corevin;Corevin;67.0;35.0;[];
4DnmdAUp4VoZe4mtCLIlcR;1.0;DJ Hud;DJ Hud;3.0;0.0;[];
4Dqp4lqNbW4W7Lf6zGG43t;1.0;Thinker;Thinker;10.0;17.0;[];
4DsUYFJtJdTi3isk7ZXPEW;1.0;Mc Bala;Mc Bala;2355.0;15.0;[];
4DtUsfaVQBhypuwYmobdSm;1.0;RIMON;RIMON;114963.0;46.0;['alternative r&b', 'chill r&b', 'dutch r&b', 'indie r&b', 'indie soul'];
4Du4XSeOI3UEIhy7Jx96dB;1.0;Deanna Hussin;Deanna Hussin;94.0;16.0;[];
4DwecXIJ7uMzidGpw8bfBv;1.0;Marcus Virta;Marcus Virta;19.0;3.0;[];
4DxlG8gbthzgDeDZiywaoQ;1.0;Louchie Lou;Louchie Lou;821.0;52.0;[];
4E6PVeljMa8dHoGbc09nWt;1.0;Mc Vitinho dá vp;Mc Vitinho dá vp;48.0;7.0;[];
4E7R2ebltdcd1YGORoDyqD;1.0;MC Q7;MC Q7;355.0;3.0;[];
4E9diB5Z272adMK6Hnn5c0;1.0;2fox;2fox;1816.0;38.0;[];
4EJcbp6SkZ8EXoZJHSiSeN;1.0;Abdiel;Abdiel;0.0;0.0;[];
4ES1NMv6m9DPg1OW5PLpE2;1.0;n Carroll;n Carroll;3.0;4.0;[];
4ES3NiYbsUzD8EQ2V5ceST;1.0;NATYASH;NATYASH;303.0;34.0;[];
4ESLeDPOD8KzAuGwnwPZLs;1.0;TK;TK;7.0;14.0;[];
4ETNIYvsn5m3JJeLJG9RoU;1.0;MC PPS;MC PPS;95.0;50.0;[];
4EV7jWfZG0K4f39yoDHGm2;1.0;El Insurrecto;El Insurrecto;259.0;17.0;[];
4Ee89387zQvHMTHEIwjwMy;1.0;Sonic Sage;Sonic Sage;2.0;1.0;[];
4EemTxTYh1ue9u27Bj0HdK;1.0;Damian;Damian;19.0;15.0;[];
4EhdG8k0dZnv6cjRkBOIdk;1.0;Picho López;Picho López;0.0;1.0;[];
4EilAKej00Ih2NLMbYqQyI;1.0;T1;T1;4235.0;24.0;[];
4Ej2jIiPJF0VL1F92mwmOx;1.0;An-Marlen;An-Marlen;361.0;21.0;['estonian pop'];['ee (1)']
4EmIrTN6q1uhLRL8hmhuHF;1.0;Web Web;Web Web;4382.0;31.0;['german jazz', 'indie jazz'];
4EmTUMwY46J1a3XSjkqqU0;1.0;Ben Monteith;Ben Monteith;27612.0;29.0;[];
4EpgluLAbBdfBEVvDa6CEg;1.0;TYS Musica;TYS Musica;11158.0;3.0;['rap dominicano'];['do (4)']
4EukF0aMNL8Cc5kUSNsXPZ;1.0;Mohelá;Mohelá;3172.0;46.0;['swedish hip hop', 'swedish trap pop'];['se (3)']
4F97XyNCWMW3wcUCR6OlSj;1.0;Boo Rossini;Boo Rossini;1092.0;20.0;['trap'];
4FE8Rcl98rRFDg39qfDCFQ;1.0;Mashanda;Mashanda;39.0;4.0;[];
4FEf3P4wNNk7QG1M412Buk;1.0;MountBlaq;MountBlaq;36542.0;13.0;['sky room'];
4FMl1sG0ehhNzMskdOYidw;1.0;De La Cruz;De La Cruz;14.0;20.0;[];
4FbbFl0FclQdU55jSr9Grt;1.0;Mc Magrello;Mc Magrello;28.0;6.0;[];
4FdapHHkCt7A2w4c3fDIPE;1.0;Cashout;Cashout;1757.0;10.0;[];
4Fj5L3U7xRn0CsNStVn1T9;1.0;Yordano;Yordano;46.0;26.0;[];
4FlOFRopM2ch2vH2nfK37j;1.0;Dladla Mshuniqisi;Dladla Mshuniqisi;41.0;9.0;[];
4Fljx8D4bSl0GKAyX34nou;1.0;Patron;Patron;119.0;15.0;[];
4FoMtKClFtTNsfQN7ivDII;1.0;Luister La Voz;Luister La Voz;67960.0;40.0;['champeta'];
4FrFdi2hHpulQOxDihRIQD;1.0;Aoi Teshima;Aoi Teshima;169035.0;49.0;['j-acoustic'];['jp (1)']
4Fw6S1XIDNuw6dutII4SsZ;1.0;Keko Musik;Keko Musik;444.0;22.0;[];
4Fzw2E5VNONlRDMvJpNsaY;1.0;Junior Natural;Junior Natural;1254.0;17.0;['swedish dancehall', 'swedish reggae'];
4G2mPOOfWyqNO338GJTOK5;1.0;Woody van Eyden;Woody van Eyden;3556.0;34.0;['bubble trance', 'progressive trance', 'uplifting trance'];
4G41cPMZAY0WYgHMeiE45z;1.0;Arrosto Pnevma;Arrosto Pnevma;1062.0;24.0;[];
4GALokEqUbWcI73bnzqJ1a;1.0;Mairee;Mairee;9.0;0.0;[];
4GPmAGPOLAUTuXeus8nHK0;1.0;Serkan Gülle;Serkan Gülle;2.0;16.0;[];
4GXGW7861UcAmVt1yKZ6B2;1.0;Beta;Beta;12.0;15.0;[];
4GaO575JYbgtyKOaz4k1JD;1.0;Mc Vitorioso;Mc Vitorioso;4.0;4.0;[];
4GoRxgoh2EcAn2LjHBh0jz;1.0;Ben Bridwell;Ben Bridwell;56.0;32.0;[];
4GozvPZO3g0cI5I2TEDovw;1.0;Yung Lee Records;Yung Lee Records;71.0;38.0;[];
4GsBFvnVPEnhb74n7kGYZV;1.0;DJ ALMEIDA ORIGINAL;DJ ALMEIDA ORIGINAL;8552.0;29.0;['funk mtg'];
4Gt8TpN4n4R4PWuCzPikeQ;1.0;Kameo & Ritmo Raid;Kameo & Ritmo Raid;5.0;2.0;[];
4GxjM4diRMDmrJgOBSeoBL;1.0;Shaun MusiQ;Shaun MusiQ;46.0;35.0;[];
4H2GrondfDRPggoiZ8WuGt;1.0;Young King Dave;Young King Dave;961.0;33.0;[];
4H60dCBNP0aZIWQCQ2j14u;1.0;Qarto Aparte;Qarto Aparte;2018.0;23.0;[];
4H7wgwp6mSTcg5Op2R8XW2;1.0;Dongo;Dongo;17189.0;36.0;['antilliaanse rap'];
4H9FxcmPgz79NR6FLxGBND;1.0;Mc Marcela GC;Mc Marcela GC;218.0;37.0;[];
4HCyW8PZH80n8LkWQFcfuO;1.0;Maxie Devine;Maxie Devine;1218.0;26.0;[];
4HGWh27Y5FCikdgXWic0hQ;1.0;Neysii;Neysii;2801.0;32.0;['german underground rap'];
4HOm37irsRwVEddNx6d0lq;1.0;Lửa;Lửa;1668.0;33.0;[];
4HWQFmUSeG8MjX1Y73Alch;1.0;Mons Berry;Mons Berry;21.0;9.0;[];
4HWxO7XLa2fXEs5HVJzU0W;1.0;ƱZ;ƱZ;110.0;2.0;[];
4HesVLPodUwJaNisgVipub;1.0;Betti;Betti;276.0;29.0;[];
4HewWf5SD3wXZnKiXHPXpE;1.0;DerK16;DerK16;861.0;30.0;[];
4HfmjFXj4t7kdnqmEqk6vB;1.0;YNW Gunna;YNW Gunna;1811.0;27.0;[];
4HiLipaDjOwRkhJlk5s1uT;1.0;Jae Stephens;Jae Stephens;33347.0;43.0;['indie r&b'];
4HlVsvQeHFR3JRLuS5G5qs;1.0;Manav Sangha;Manav Sangha;56.0;24.0;[];
4HncQjB1Qpyke5EJtU3e3Y;1.0;JEANS;JEANS;481957.0;50.0;['dance pop', 'latin arena pop', 'latin pop', 'mexican pop'];
4HoXJ3c9TIwcRwnEjIj4a7;1.0;Alexandra Badoi;Alexandra Badoi;3289.0;36.0;[];
4HodutR6Ps2ZFFX6MahEUK;1.0;zxbrv;zxbrv;85.0;29.0;[];
4Hougwu5q2Rl1JPxDiZ77Y;1.0;Joe Cardigan;Joe Cardigan;261.0;14.0;[];
4Hq1Ag7BjclRA90SxsMbcE;1.0;Israel Fiore;Israel Fiore;733.0;34.0;[];
4I54sxCew3mwOvqlSPZadJ;1.0;Raphael Maier;Raphael Maier;130.0;44.0;[];
4I7oIOXCVt645bovgvqnBt;1.0;Dj Greendripp;Dj Greendripp;1.0;5.0;[];
4IEJn7FhTQoNgvSlBH8H6n;1.0;Sine;Sine;451.0;41.0;[];
4IGtB3cB2rMgBerlPAaUyj;1.0;Kristian;Kristian;330.0;20.0;['trekkspill'];
4IHDMpVNlWsPxPtA7BR5Fi;1.0;Wiso Rivera;Wiso Rivera;275.0;55.0;[];
4IHbRfW4thWspZTjzo32pu;1.0;Lloyd;Lloyd;10166.0;9.0;[];
4IHdbpbj97FYUckTgNNwo2;1.0;Qwesta Kufet;Qwesta Kufet;351.0;16.0;[];
4IOhVReVZmK8yRqFgcxDvY;1.0;Fabian Farell;Fabian Farell;6164.0;43.0;[];
4IQHUz0kIZfHNEOyPQwI7J;1.0;Christos Fourkis;Christos Fourkis;6952.0;36.0;['greek house'];
4ISAzgKYMuonWbDhueeoEq;1.0;Leslie;Leslie;8449.0;54.0;['pinoy hip hop'];
4Iht6hiRR5kov66LO7fcOu;1.0;Coming Soon!!!;Coming Soon!!!;23609.0;36.0;['progressive psytrance'];
4IzEJWFBel36PzwueYGUf4;1.0;Mr Black la Fama;Mr Black la Fama;528.0;16.0;[];
4IzMXlaEeQ6MRcfrd8HVqD;1.0;Alex Kilb;Alex Kilb;1.0;0.0;[];
4J1HrbNASIXJV8Zm1X7Zve;1.0;Whiiite;Whiiite;4.0;19.0;[];
4J2dAJV1pnSqZIXUhN9615;1.0;Mc Dena;Mc Dena;315.0;47.0;[];
4J63F931K9LAkchG8FuMlh;1.0;J3;J3;1558.0;22.0;[];
4J6ec6dhRlPxHeSVfnlgQI;1.0;Sheller;Sheller;130.0;20.0;[];
4J7IDFi8WMrs8WpGnh8geP;1.0;Stokka;Stokka;298.0;22.0;['rap italiano old school'];
4JFse8c35wKHAuzJO9BTqO;1.0;Slim Ans;Slim Ans;6364.0;39.0;['trap mexicano'];
4JSChvgYDHRIC9CbaxReS9;1.0;Armando;Armando;1295.0;31.0;[];
4JT9DX3xUrV5zS24YM3I9l;1.0;Svartbrent;Svartbrent;527.0;29.0;[];
4JTijJ6n8y5H15BrFsKooU;1.0;Genuino;Genuino;497.0;16.0;[];
4JTs3kffe8YHh5sjlJh3jK;1.0;Mc Leh;Mc Leh;1033.0;46.0;[];
4JZNcQk5mq0z4kYO7wLctk;1.0;Takinio Soul;Takinio Soul;59.0;35.0;[];
4Jinezf0Ayl2LIVhjZmAQY;1.0;Tom Trigger;Tom Trigger;583.0;33.0;[];
4Jlky6mBIn3bP75JcyNbJj;1.0;Sydney Sousa;Sydney Sousa;111.0;12.0;[];
4JnhEB2bDJMOdLkKyQz4kd;1.0;Berkay Şükür;Berkay Şükür;3.0;1.0;[];
4JrSPyzLVPKQlEHHpqt4c3;1.0;Johnny Franco;Johnny Franco;1847.0;31.0;[];
4JvQysM0P2PRp1E1hZz7bd;1.0;Danny Byrd;Danny Byrd;16.0;0.0;[];
4JyPPwzuX5NvU88c3rlrOW;1.0;DJ Drewski;DJ Drewski;2317.0;29.0;['brooklyn drill'];
4JzvSHR4P9H4vKixH7gyQA;1.0;Nilayan Chatterjee;Nilayan Chatterjee;161.0;27.0;[];
4K2C6TgREygMW8xo4jymq4;1.0;Reverie;Reverie;30687.0;38.0;['alternative r&b'];
4K2wdPQkTRDesavmN66Zk7;1.0;Ainoa Buitrago;Ainoa Buitrago;12058.0;46.0;['indie triste', 'spanish pop'];
4K49jbUZ1mf1vaA6S88YOk;1.0;Mimie Haris;Mimie Haris;56.0;16.0;[];
4KBDKBcZsrqI7omC9s1KlG;1.0;Elis Armeanca;Elis Armeanca;11124.0;8.0;['manele'];
4KC4TcthtL8z9o5PvSvJDL;1.0;Jorijn Van Hese;Jorijn Van Hese;887.0;23.0;['brass ensemble', 'euphonium'];
4KDgHjGlXvHR1PNZjMNp6G;1.0;Angel Stoxx;Angel Stoxx;418.0;9.0;['funky tech house', 'greek house'];
4KDu9uqzqseVCpQXMa8Pvm;1.0;Oliver Sim;Oliver Sim;23822.0;50.0;['art pop', 'electronica'];
4KObW3NId4zpKEEOskxiCH;1.0;Givi;Givi;858.0;18.0;['greek hip hop'];
4KUEsWbpll3fKM8QwCuiJc;1.0;Dali Wonga;Dali Wonga;100.0;4.0;[];
4KXuEZRHBLBj39FMRozR4E;1.0;Rolf Roosalu;Rolf Roosalu;930.0;18.0;['estonian pop'];
4KXvFgYU1JjO5chiuFkf9B;1.0;ICY L;ICY L;204.0;19.0;[];
4KYVZz3RumONLtD5TymuF9;1.0;Evre;Evre;626.0;19.0;[];
4KYfjpvZ5jQEgiVZM1yr2K;1.0;BeTa;BeTa;1.0;0.0;[];
4Kc6NZ1vJIPb1SA6poK0lc;1.0;Buddy Bregman Orchestra;Buddy Bregman Orchestra;24.0;6.0;[];
4Kf9ZowsOBySwBkaUNh2ut;1.0;Jiqui;Jiqui;11688.0;29.0;['dubstep', 'gaming dubstep', 'riddim dubstep'];
4Ki9oFarfgc2BQa6zbT8DK;1.0;Mike Slap;Mike Slap;1944.0;29.0;[];
4KiuB2UjBAugl7NLZ23eh3;1.0;Syada Amzah;Syada Amzah;8.0;5.0;[];
4Kq01RWj84JWy9osaXWjO3;1.0;Alex Phountzi;Alex Phountzi;189.0;3.0;[];
4Kw0NhqitzjxLy1jH5FlTg;1.0;Harish Raghavendra;Harish Raghavendra;820839.0;62.0;['filmi', 'tamil pop'];
4L0qUjWxrWG3vjYu1sasHN;1.0;Lisandro Marquez;Lisandro Marquez;71773.0;46.0;['cuarteto', 'cumbia pop'];
4L2dV3zY7RmkeiNO035Fi0;1.0;Mufasa & Hypeman;Mufasa & Hypeman;10284.0;64.0;['edm', 'pop dance', 'tropical house'];
4L8v7LCc2BtljMWBEvSgCh;1.0;Pearl Ramos;Pearl Ramos;384.0;22.0;[];
4LBVNF15h6yFNBVjjYjr6O;1.0;Ellen Nery;Ellen Nery;216.0;11.0;[];
4LKbTtMsDaeKgJouz0nBYO;1.0;Patrick Paul;Patrick Paul;31.0;4.0;[];
4LNf1UqysqnA2oZPH5yiPw;1.0;MC GUIZIN PQ;MC GUIZIN PQ;69.0;11.0;[];
4LTJwj8UNLy3ApvH7XUiiq;1.0;Martin Nievera;Martin Nievera;294069.0;50.0;['classic opm', 'opm', 'papuri', 'soft rock'];
4LUGmBDuNtbBZp5naOMEnC;1.0;Pardeep Sran;Pardeep Sran;645.0;32.0;[];
4LXd9esx7ItoVvop9XnKVs;1.0;Please!;Please!;13.0;37.0;[];
4LXdRj60Ct4waBTsz8idCO;1.0;The Color Red;The Color Red;77.0;10.0;[];
4LdGTb93DvRRpPwwVfPkR2;1.0;Akira Akira;Akira Akira;774.0;10.0;[];
4LiCyYnrydZWI769zkIX3A;1.0;Cartel MGM;Cartel MGM;17646.0;22.0;['drill'];
4LlPxbQv1CoxsDYYWWfzKi;1.0;Chris Holmes;Chris Holmes;167.0;19.0;[];
4LqFJ98PEA7gIrRtviMUmb;1.0;Trigga;Trigga;3334.0;39.0;['manchester hip hop'];
4Lsvn2Czg57zGPvQ7pR0ya;1.0;Emily Estefan;Emily Estefan;4999.0;29.0;[];
4LvpFsMRq1A6yGVD7D2X6c;1.0;Claps;Claps;59.0;31.0;[];
4LyMWxYfZfeNcAl6vbEmQ3;1.0;ARAM Mafia;ARAM Mafia;8430.0;50.0;[];
4M2ie4WAMYChMIvULK57a1;1.0;Billon;Billon;4.0;1.0;[];
4MBr9OSalM5lcFFcmtACoF;1.0;Howard Carpendale;Howard Carpendale;170466.0;52.0;['classic schlager', 'schlager'];
4MDEpDo3ZVBnPDnZetBiR5;1.0;Azure G;Azure G;224.0;3.0;['musica eletronica brasileira'];
4MHssKddnziCghmwBHRiEY;1.0;Alle;Alle;60.0;8.0;[];
4MJ8LlR15tupdpfRBFwzGF;1.0;Rey Chavez;Rey Chavez;15437.0;36.0;[];
4MKDrJjAKlesy91eGPSHIK;1.0;Rudolf Mauersberger;Rudolf Mauersberger;271.0;22.0;[];
4MMquRKVnKJLWy1FW5vVKO;1.0;Idoling!!!;Idoling!!!;6993.0;31.0;['j-idol', 'j-pop girl group'];
4MVIG9EnWGBnis1yg8CTLX;1.0;Prototype;Prototype;38.0;0.0;[];
4MZhnfnkOfPS0orwLqyP2L;1.0;Tsitso;Tsitso;137.0;9.0;[];
4McoittPoukRnXpQM6oqus;1.0;Sebastian Mateo;Sebastian Mateo;29639.0;32.0;[];
4MdQoDeljrdvsCkThPGse6;1.0;Vinay Ram Tiwari;Vinay Ram Tiwari;29.0;13.0;[];
4MebudyMVLr23LxSmxyvL6;1.0;DJ JK BEAT;DJ JK BEAT;3.0;3.0;[];
4Ml0ZcVza4oApvqWK8K7wM;1.0;Virgo Deep;Virgo Deep;350.0;36.0;[];
4Mq2B6M9lMHAzkc1mLTIAO;1.0;TRJ;TRJ;124.0;9.0;[];
4Mu7ghiOfrNznIBR7nnbte;1.0;Diab;Diab;2670.0;28.0;[];
4N9eOW77jpcMTy4qt2smkg;1.0;Mitchos Da Menace;Mitchos Da Menace;21957.0;34.0;['aussie drill', 'australian trap', 'australian underground hip hop'];
4NASILEoPObh2JlF4WZ1JV;1.0;Lyfes;Lyfes;1857.0;34.0;[];
4NH8A2q0S9Pkx2t2J3a2Z7;1.0;Mohamed Osama;Mohamed Osama;273.0;9.0;[];
4NInysVDJHz7PCE9PfRs31;1.0;Kristianex;Kristianex;794.0;23.0;[];
4NJM6zIVr0VXAMlmfaRy7i;1.0;Chef Chain;Chef Chain;34.0;23.0;[];
4NTnk6KemqkYo7gTLwYeUv;1.0;Sokko167;Sokko167;3817.0;38.0;[];
4NWh1VEbymD3S6774EbK2Z;1.0;Phong Max;Phong Max;6576.0;39.0;['viet remix'];
4NbHlXvmfisJ4e9tNkTqgC;1.0;Milhanas;Milhanas;590.0;21.0;[];
4NbuWzthKFcYGmjePcRBY3;1.0;Somos Topo Point;Somos Topo Point;41.0;0.0;[];
4Nh8tUEWJFZ3Vkqn6GoS6m;1.0;FUNERAL FANTASIES;FUNERAL FANTASIES;1177.0;35.0;[];
4NnfyZ8ExJjtf6vuWHPoNl;1.0;Dre Guazzelli;Dre Guazzelli;11260.0;37.0;['brazilian edm', 'brazilian house'];
4NqLrFQ5MxMqMNeijTTFSg;1.0;Bobby Tank;Bobby Tank;2307.0;8.0;['shiver pop'];
4NyAVAttRLmlUpV7HpgLfR;1.0;Lenji;Lenji;138.0;48.0;[];
4O10jksBecutJezsSZkht4;1.0;Lore Improta;Lore Improta;9586.0;14.0;['viral pop brasileiro'];
