node;clustering_coeffs;name_metrics;name_dataset;followers;popularity;genres;chart_hits
0ouxenSvuyyfflbOirMy19;1.0;Control Freak;Control Freak;8844.0;33.0;['dubstep', 'gaming dubstep'];
0oz17f6FUnum04DDihOBfp;1.0;Stray Bullets;Stray Bullets;37.0;12.0;[];
0p0wrJX8lQEIbxCHU7JzIA;1.0;eoo kendy;eoo kendy;282.0;56.0;[];
0p3aT8exggeA5YGwqYq0A2;1.0;MC TG;MC TG;34.0;1.0;[];
0p6tyUIQFm4gfDEesIl1ge;1.0;Eslem Aktürk;Eslem Aktürk;514.0;20.0;[];
0p95FDRp7XInSoqMSzu7G0;1.0;dj eduardo da favela do pó;dj eduardo da favela do pó;1630.0;42.0;[];
0pHyxisI4C5RZxeEZYly0s;1.0;Baby Angel;Baby Angel;324.0;32.0;[];
0pO2eJn9QBtNRVdLxI1nrE;1.0;A. R. Ameen;A. R. Ameen;1256.0;32.0;['tamil pop'];
0pOa1ha7P61nwkJRedUjVj;1.0;MIKI;MIKI;3385.0;22.0;['j-rap'];
0pVuJqYW9lsToZRBmkFXPJ;1.0;Dj Aaron;Dj Aaron;779.0;52.0;[];
0pbnNW3hjvTQYxv1248B6J;1.0;BetoBen La Sinfonia;BetoBen La Sinfonia;42.0;5.0;[];
0pflfyfaycERHdKq8XHHcz;1.0;Pkhat;Pkhat;21.0;13.0;[];
0pqfnsjJ4yJIPAcDqKWLwa;1.0;MC VukVuk;MC VukVuk;2.0;12.0;[];
0pxwFeLweksbjJNWTxd693;1.0;MANSÃO FUNK RAVE;MANSÃO FUNK RAVE;4814.0;22.0;[];
0q3JHb22EcrBE1kRj583g6;1.0;DJ DUH S.N;DJ DUH S.N;10.0;21.0;[];
0q5B10emjXYKRanYyApV8I;1.0;Mark K Robin;Mark K Robin;328.0;42.0;[];
0q9h8h6GKYEqxYsbzTY4eR;1.0;A. Ellis;A. Ellis;1.0;0.0;[];
0qA5UtcBL55QFvtjDmxRK8;1.0;Babu Santana;Babu Santana;2807.0;34.0;[];
0qA7JQQZl2oTJgo3a8Vpff;1.0;Dayran;Dayran;156.0;23.0;['cubaton'];
0qOsvh06u86u64dAtu85Dm;1.0;Keed;Keed;25.0;4.0;[];
0qPJnS57rz8kdgyaz6GdAJ;1.0;Albert06 El Veterano;Albert06 El Veterano;44964.0;37.0;['dominican pop', 'rap dominicano'];
0qS0rxCY4YfrUx9GCTlDIW;1.0;Malaysia Vasudevan;Malaysia Vasudevan;877312.0;56.0;['classic kollywood', 'filmi'];
0qSNxzV4XMsbsUeoFlXa9x;1.0;KajO;KajO;161.0;12.0;[];
0qTWpm6bIsQteve5t3Cyqg;1.0;Torha;Torha;819.0;22.0;[];
0qVofvvJrsXOPRAZjYGjSn;1.0;Mc Junin;Mc Junin;77.0;7.0;[];
0qc8iWDHwRkMILIVDwpL5p;1.0;AZA;AZA;1041.0;28.0;[];
0qfFZU0MyOgRZyZL39YVGF;1.0;Young John;Young John;414.0;29.0;['nigerian pop'];
0qgEwzU6TJsJF0L7iyYY8z;1.0;Dale Pututi;Dale Pututi;1148.0;34.0;['cubaton'];
0qkE3ei6S9JhPheroVpzqn;1.0;Kaushik Krish;Kaushik Krish;1788.0;51.0;[];
0qlhpgr87PEG89Jd5iRpxe;1.0;John Rutter;John Rutter;37867.0;50.0;['anglican liturgy', 'british contemporary classical', 'choral'];
0qmUElN0l9LfpXv3i4qIyR;1.0;Uncle Chucc;Uncle Chucc;483.0;24.0;[];
0r0m8up7CjS8TJodH2HX7C;1.0;Solee;Solee;67865.0;41.0;['deep euro house', 'melodic techno', 'minimal techno', 'organic house', 'tech house'];
0r6RVOgt4kg4gCCMZugKxt;1.0;Kola Loka;Kola Loka;16130.0;29.0;['cubaton'];
0r8lKL4uh0mswco5UuLAOx;1.0;Jack Rowan;Jack Rowan;212.0;16.0;['remix product'];
0r9tuwwUaIN8e9xh19ZoWr;1.0;Savitha Reddy;Savitha Reddy;7.0;25.0;[];
0rAcu8fPx1h8w4wWOaNXom;1.0;AMRO;AMRO;6.0;0.0;[];
0rBAjYzMBBP3u4LZLc1qwF;1.0;Afro S;Afro S;6988.0;35.0;['drill francais'];
0rCstvhcy1BZyDomzN0YPE;1.0;Akhtar Chinnal;Akhtar Chinnal;141.0;45.0;[];
0rGMV1tKltU8QcAhTMR5GU;1.0;Heavy Lyricz;Heavy Lyricz;41.0;4.0;[];
0rHoWRPg5PERebtgYZGnvV;1.0;Tony Neal;Tony Neal;484.0;3.0;[];
0rK0ZPLX4fKnFSbqs6gYfY;1.0;Blue.D;Blue.D;40407.0;40.0;['korean r&b'];
0rLO1GPW2WuqkcSJrP6FSw;1.0;Los del fino;Los del fino;933.0;50.0;[];
0rLZbFIDGvB06qFihZSS6a;1.0;Piro 77;Piro 77;103.0;27.0;[];
0rTmZkZxtp2Kzsh3yRjTZb;1.0;Daskeladden;Daskeladden;603.0;42.0;[];
0rW7V7HZoluUNdKnHK2lTl;1.0;SYA;SYA;744.0;25.0;[];
0rgcEgMthEJp6K3mKGJAQP;1.0;DJ Guli;DJ Guli;4.0;2.0;[];
0rhbaiQG7UjlFA9fHRszQd;1.0;Juris Strenga;Juris Strenga;4.0;0.0;[];
0rk1OohMrbHqN8YQpstIVE;1.0;FLOW;FLOW;10.0;31.0;[];
0rkpCwzX3J0mfnjLJMJxW6;1.0;Jordan;Jordan;3.0;1.0;[];
0rqygIEdmS7Gzf2fpZOzxt;1.0;MC Mane;MC Mane;5746.0;30.0;['finnish dance pop', 'finnish hip hop'];
0rrmDHh9wGtHlJXh6GBqBM;1.0;Purple Goonz;Purple Goonz;573.0;22.0;[];
0s1inLAclvQp9N1qvhYSbC;1.0;William Del Norte;William Del Norte;53.0;6.0;[];
0s3k3E7SlZqDN0rXnijV7F;1.0;Christian Revo;Christian Revo;20575.0;29.0;['rap napoletano'];
0s81r9pYlmtO36WxfB6DH7;1.0;Yung Gold;Yung Gold;287.0;23.0;[];
0s9Jv5Tyi7qmUEPZcWHigA;1.0;Yumi 鍾柔美;Yumi 鍾柔美;2945.0;27.0;['hk-pop'];
0sE8WmITfzXJwYGdtbo8B0;1.0;Pereiraremix;Pereiraremix;666.0;34.0;['rkt'];
0sKK3oTYPcmsJGZp4jwcjR;1.0;Carlitos Junior 24;Carlitos Junior 24;19.0;29.0;[];
0sPRACMUPse4aZ8umTvLw7;1.0;G Pillola;G Pillola;7519.0;15.0;['rap genovese'];
0sjGfRBmq6lKmUNgt8Ptic;1.0;Mc Vitorioso;Mc Vitorioso;55.0;25.0;[];
0sowFZGgfedtf6LsyWTSp2;1.0;Mc Felipe do Jordão;Mc Felipe do Jordão;63.0;0.0;[];
0sqWJZzTWUE0LqFVT8G9sN;1.0;Elxs1r;Elxs1r;7.0;0.0;[];
0stEc1T1y9bWD4BKxyqd1C;1.0;Hallasen;Hallasen;1136.0;46.0;[];
0t1P9udir2kuY3xvgRqV7Y;1.0;La Rua;La Rua;10566.0;22.0;[];
0t4OeVfRoaVq3vq2c23BFB;1.0;Daser;Daser;30.0;14.0;[];
0t9nu4uUtGK24BUkWa5b4R;1.0;Louis Leibfried;Louis Leibfried;373.0;45.0;['deutsch disney'];
0tGfv5UMyYeDwBwo86cat8;1.0;Jashan Inder;Jashan Inder;80.0;38.0;[];
0tHJuNOtMPEuNh4GisKYJw;1.0;Rita Trence;Rita Trence;26.0;7.0;[];
0tJbQfOKhU4mwG1DCMl13T;1.0;Jean Marc;Jean Marc;46.0;19.0;[];
0tP9sHxZmrvJxz5pZADWGe;1.0;Luxe 54;Luxe 54;44.0;17.0;[];
0tRFWXqKBBQcu5oFVOgVzX;1.0;Jaira Burns;Jaira Burns;368946.0;60.0;['alt z', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop'];
0tSSYxUbhg7po7qB2D5hWi;1.0;Romina Psycho;Romina Psycho;354.0;17.0;[];
0tT2FPddb7h3itcm3cK5G0;1.0;Marko;Marko;21034.0;25.0;[];
0tbal1kAoqQg4Q4CxM7vVU;1.0;Matthias Menck;Matthias Menck;15.0;1.0;[];
0tkAO7XjyXcLahiHPTtfqW;1.0;Koas;Koas;412.0;37.0;[];
0tkw2ZwyBEklHPNt2qhGaP;1.0;kefantony;kefantony;8.0;35.0;[];
0tqnHxgNtrG7dp1nRtmAgW;1.0;Rude Kid Venda;Rude Kid Venda;2688.0;21.0;['venda rap'];
0tr79CwbR4nOT6f9ixS2PD;1.0;Mely Cantu;Mely Cantu;0.0;1.0;[];
0ttCfyyu6KAV4vxtraqMeY;1.0;Stoor;Stoor;1398.0;10.0;['dundee indie'];
0ttdLADP4edfz686Bf2YZN;1.0;BEATSTAD;BEATSTAD;26.0;29.0;[];
0u4srkqSvOihkzNdXc7RxV;1.0;N6 El Mismo de Siempre;N6 El Mismo de Siempre;49.0;4.0;[];
0uFa64czAQ5cVJa3V0PfRq;1.0;Domani;Domani;30103.0;39.0;[];
0uG1d4g7ClQBCmAGIh34y2;1.0;Toka;Toka;508.0;11.0;[];
0uGROBOrxSjGZ25OmwORW0;1.0;Nikki Phillippi;Nikki Phillippi;2726.0;22.0;['channel pop'];
0uLFH98uwiQSQYjUaJAJER;1.0;Michelle Rodríguez;Michelle Rodríguez;7.0;27.0;[];
0uQXiLK3wKmucUs9fAKx4I;1.0;Helen O'Connell;Helen O'Connell;5663.0;31.0;[];
0uaYtkIY2nv1tWsigjcLnd;1.0;Sam Vishal;Sam Vishal;19949.0;43.0;[];
0uc3knBZlu19HBPCCaPICk;1.0;Vészk'járat;Vészk'járat;6291.0;15.0;['hungarian hip hop'];
0ucxBGDORwOlHBAXR3cdTs;1.0;Dj Shodd;Dj Shodd;5.0;7.0;[];
0uh5TNSRj8tEQii1PasEHh;1.0;Mr.LA;Mr.LA;6.0;7.0;[];
0ulX41eWF9mhfeAhOu4EU0;1.0;Modo Diablo;Modo Diablo;53919.0;41.0;['trap argentino', 'trap latino'];['ar (1)', 'uy (1)']
0ulZIID59tvIwcfTkiYLy5;1.0;Joi;Joi;4136.0;32.0;[];
0umAOumGRDuZ2elvqjaK3i;1.0;Naomi Lareine;Naomi Lareine;10958.0;29.0;['swiss indie', 'zurich indie'];
0uof5XF5eCFYSke3QGAjsz;1.0;Talia Bentson;Talia Bentson;202.0;30.0;[];
0urhjxlOdlJFCAycfb6ndV;1.0;kuriosa;kuriosa;27.0;20.0;[];
0uwaniEjl7wxOFSM4vaHvI;1.0;Cap;Cap;148.0;32.0;[];
0uxT3kVwbbdCr3Rs9rfwE4;1.0;Post Precious;Post Precious;2204.0;16.0;[];
0uyFV0LxFMMOTQGUa3TQiO;1.0;Jotadejuan;Jotadejuan;64.0;30.0;[];
0v8ZNVIZE3wcd55SuitWh7;1.0;7.62;7.62;707.0;26.0;[];
0vBafEFOLXtq5mZuhMgsyL;1.0;Christopher Hogwood;Christopher Hogwood;8553.0;52.0;['classical performance', 'historically informed performance', 'orchestral performance'];
0vC48gyflgfcrP6f50V9R8;1.0;Slaydit;Slaydit;4166.0;48.0;[];
0vRuyurtTSyXN9NtlwIbNF;1.0;Box;Box;3750.0;27.0;['rap francais'];
0vTVU0KH0CVzijsoKGsTPl;1.0;Barry Can't Swim;Barry Can't Swim;23224.0;53.0;['electronica', 'indie soul'];
0vXCJClmVVEuhh3o28O56r;1.0;Lily Elise;Lily Elise;1773.0;15.0;['deep talent show'];
0vZ2W0xkBCHRGNkb8seYtQ;1.0;Jesus Payan;Jesus Payan;388.0;35.0;[];
0vbfrsbTQsxmBTrvtZTFB4;1.0;Dead Dawg;Dead Dawg;29021.0;61.0;['german hip hop', 'german trap'];
0veT0fwV68EiAfkWWqRNFw;1.0;LTnoBeat;LTnoBeat;66.0;43.0;[];
0veZkZPeWoJQ9gt6VAXlkN;1.0;Alfonso Herrera;Alfonso Herrera;4158.0;67.0;[];
0vhim3LiEF8Ahlx4RNlTJz;1.0;ACT ON;ACT ON;1489.0;35.0;[];
0vqht5uDMhdUuMYRT3brqC;1.0;Nam Hương;Nam Hương;3.0;2.0;[];
0vxi8y8ALEjqFrDum0Oc4Z;1.0;Tokio Myers;Tokio Myers;126237.0;35.0;['uk alternative pop'];
0w7PEZgZjDGjBh2ArgXFO5;1.0;Wak1;Wak1;97.0;18.0;[];
0w91GAjzBTivPNCXUiCBst;1.0;La Santa Ganga;La Santa Ganga;188.0;38.0;[];
0wART8J53ZbpAN7kFqkqjn;1.0;Sattar Khan;Sattar Khan;61.0;10.0;[];
0wATZebE9ZNj7fTjTdwiJB;1.0;Kewtiie;Kewtiie;2695.0;39.0;['vietnamese hip hop'];
0wFzOLGBFwGL2LcBgPgiNE;1.0;Roog & Prom;Roog & Prom;0.0;2.0;[];
0wK21X7PTt89qH2aNCkXlA;1.0;Buster;Buster;19272.0;32.0;['russian viral rap'];['ua (2)']
0wNuUG1alVKXEEiwEypprs;1.0;Cam Meekins;Cam Meekins;118881.0;44.0;['boston hip hop', 'indie pop rap', 'pop rap'];
0wSlg4MOrnqSh2nho2Wjux;1.0;Cruel Boyz;Cruel Boyz;328.0;5.0;['gqom'];
0wU7V7mwjwQlLiXJF5i7XW;1.0;Moises Marsh;Moises Marsh;449.0;23.0;[];
0wWm1rOeaLQ4jkLpn8tmTt;1.0;Raihan;Raihan;183594.0;44.0;['nasheed', 'nasyid', 'sholawat'];
0wc11oDC2SmfnPFB6zLLDO;1.0;Darek Vostřel;Darek Vostřel;13.0;14.0;[];
0wg4bzZcOSvVaFYvgCvzT8;1.0;Sykobob;Sykobob;402.0;35.0;[];
0wjb0t7aYMuIwyuXnPOilh;1.0;Lay-Z;Lay-Z;512.0;39.0;[];
0wkdFHwkxZXIFN7bjTLApr;1.0;Asa;Asa;1690.0;22.0;[];
0wsgCjwVTvQdGAI5YfJiAT;1.0;Slimm;Slimm;276.0;15.0;['dutch hip hop'];
0wsuu0i3CbgYaormvhnXat;1.0;Barbie Maan;Barbie Maan;274764.0;46.0;['desi pop', 'punjabi pop'];
0wtDZVdBWiPXM4gQt3ZNUq;1.0;Rancido;Rancido;1801.0;21.0;['afro house'];
0wxa02PwiKJW3ZpzYHlCN2;1.0;Torsten Stenzel;Torsten Stenzel;322.0;27.0;['deep chill'];
0wzqfiI4xdbLSgCZIZbGc3;1.0;Lux Holm;Lux Holm;2935.0;30.0;[];
0x51w1NUM49dEwlOPG1jtr;1.0;Anton Heiller;Anton Heiller;118.0;6.0;['harpsichord'];
0x5ZxVQ17EwrIQDF6a4ref;1.0;Dutty Rock Productions;Dutty Rock Productions;169.0;21.0;[];
0xHANYVyAfbp6GmjPKcOad;1.0;Harris Baba;Harris Baba;1.0;21.0;[];
0xHANYVyAfbp6GmjPKcOad;1.0;Harris Baba;Harris Baba;17492.0;21.0;[];
0xHANYVyAfbp6GmjPKcOad;1.0;Harris Baba;Harris Baba;1.0;21.0;[];
0xHANYVyAfbp6GmjPKcOad;1.0;Harris Baba;Harris Baba;17492.0;21.0;[];
0xJhZwxGtFJ6n5ZAJbVAEe;1.0;Fede Rojas;Fede Rojas;10483.0;38.0;['cumbia pop', 'cumbia uruguaya'];
0xSUEl20lFoxPcMhwBNhyV;1.0;Alain 2 L'Ombre;Alain 2 L'Ombre;411.0;19.0;[];
0xTS2IRzKL0gENgky9lY5L;1.0;Bola CH;Bola CH;155.0;26.0;[];
0xU30l3uW9xn6CaUdY0Luz;1.0;Firoz Khan;Firoz Khan;2461.0;27.0;['classic punjabi pop'];
0xawOgbaKGtq7KSlrRWrWP;1.0;Reshma;Reshma;145598.0;33.0;['classic bollywood', 'classic pakistani pop', 'ghazal', 'pakistani folk', 'sufi'];
0xcogVKoT8y5OBIg3L0fua;1.0;Leonard Slatkin;Leonard Slatkin;5775.0;46.0;['orchestral performance'];
0xe5VGTguHmr56kk0FF66A;1.0;Josue Alaniz;Josue Alaniz;25714.0;47.0;['indie triste'];
0xqfPNw8PlhGeWAucPrbkr;1.0;Mc Pê Leal;Mc Pê Leal;30.0;25.0;[];
0xz4qcJAttwdoIDkWrzuqm;1.0;Dennis Doff;Dennis Doff;1504.0;19.0;['swedish dancehall', 'swedish trap pop'];
0xzI545ZLtz3cgZrqDWQV3;1.0;Giorgio Vanni;Giorgio Vanni;68507.0;48.0;['cartoni animati', 'italian adult pop', 'musica per bambini'];
0y0mNvcQKUUsbRlOcekXG4;1.0;MAZAN;MAZAN;201.0;24.0;[];
0y14WanKsCSjfqVk18HoFk;1.0;Dario Santana;Dario Santana;190.0;35.0;[];
0y8tEu44CmZ6pT8vTr509l;1.0;NK No Beat;NK No Beat;1.0;0.0;[];
0y9110h844bML3uSJDgV9C;1.0;Sara Tunes;Sara Tunes;432.0;16.0;[];
0y96kjbwVcr4Yjs1uonf5B;1.0;Syke 'n' Sugarstarr;Syke 'n' Sugarstarr;1199.0;28.0;[];
0yC2pt2fUIn0qqGNJDFIyc;1.0;DJ Kessler;DJ Kessler;9964.0;46.0;['cumbia pop'];
0yDFHuSwwq0HIHXtc61iNf;1.0;Dangelo;Dangelo;840.0;25.0;[];
0yK7iVUnp47khkBMi0u7Rt;1.0;Puerko Fino;Puerko Fino;13699.0;31.0;['cumbia pop'];
0yZtrEIjvzoZSNoSNrY5Gj;1.0;Drechter;Drechter;1457.0;40.0;[];
0yiiGLiANIkpsBL3gvtqcC;1.0;imase with PUNPEE & Toby Fox;imase with PUNPEE & Toby Fox;677.0;34.0;[];
0yqDXjskTQI1nj9bH6W9Ze;1.0;Brooke Valentine;Brooke Valentine;231351.0;35.0;['hip pop', 'r&b', 'urban contemporary'];
0yw4WWKcryJaxGlMWNtPP8;1.0;Freddy;Freddy;229.0;3.0;[];
0z1qSvHkQCNPYcXH3FNBSK;1.0;Sawai Bhatt;Sawai Bhatt;24340.0;30.0;[];
0z3ucc1fwTCRfe8IN7fORT;1.0;DJ CAMPASSI;DJ CAMPASSI;814.0;30.0;[];
0z7eJBsoFLyZomJS8vQo8R;1.0;Andrew Luce;Andrew Luce;5461.0;22.0;[];
0zB11hnnEiEdMPwpszisGk;1.0;NK;NK;317.0;18.0;[];
0zJa53LLSg4TcZ5Lm4zFB8;1.0;Edda Hayes;Edda Hayes;9068.0;59.0;[];
0zNPesNHTJzZ870C8nDg4H;1.0;Mink Jo;Mink Jo;399.0;13.0;[];
0zOZ209J372r0c04wxh7Nc;1.0;Nene;Nene;16.0;25.0;[];
0zUY96ptD8yyqj5969rOIQ;1.0;Chakra Balancing Sound Therapy;Chakra Balancing Sound Therapy;13902.0;32.0;['chakra', 'therapy'];
0zg5W9rVrscEcAzijlvQP2;1.0;J Lenix;J Lenix;109.0;2.0;['dancehall colombiano'];
0zqWmG69a0QxnsHwjsFelg;1.0;Joelsa;Joelsa;34.0;22.0;[];
0ztADIB4LxyvhWRiFVsEzm;1.0;Dj Cabelinho de Caxias;Dj Cabelinho de Caxias;9.0;5.0;[];
0zx6On3bTTcNsZW2AYncID;1.0;Fireonblack;Fireonblack;1.0;13.0;[];
101SmJuf6tyiJpYYBrN2eT;1.0;educatedear;educatedear;6076.0;22.0;[];
103uVLQlprnTgxyz4yl4k4;1.0;Astro Musico;Astro Musico;500.0;36.0;[];
108TJaya0ebqLfTfs9Wek1;1.0;Smahlo;Smahlo;2017.0;30.0;['rap belge'];
109DXBNtpYRi35I7lQ8QOm;1.0;AstroWilk;AstroWilk;933.0;27.0;[];
109g7BlSKFfAOn3OZHT5UA;1.0;Mila Jankowska;Mila Jankowska;17.0;11.0;[];
10K82iNSa6bTdoynqz6K0U;1.0;Bogdan Medvedi;Bogdan Medvedi;175.0;18.0;[];
10LiWxUJhQCc9utnSDR4lQ;1.0;Julian Uhu;Julian Uhu;708.0;12.0;['polish alternative'];
10Rq3Te2tos6wrd84zWxml;1.0;Wouter Kellerman;Wouter Kellerman;5639.0;22.0;['afrikaans folk'];
10Sg3vM3FMv03jSFOriXUn;1.0;DJ Bigode Original;DJ Bigode Original;1.0;0.0;[];
10UAvp2UJa3NMRwdbZFHc7;1.0;Jason;Jason;8734.0;44.0;['german hip hop', 'german underground rap'];
10VBp06W8NIgMW4JruLCC4;1.0;Kidd Voodoo;Kidd Voodoo;4533.0;40.0;['urbano chileno'];
10a2cJsUTQchTROyBwH14G;1.0;ACE COOL;ACE COOL;6355.0;32.0;['j-rap', 'japanese trap'];
10cgCwQ5XXirdZEPR6BuDD;1.0;Zepherin Saint;Zepherin Saint;3518.0;31.0;['afro house', 'deep house', 'soulful house'];
10kKK9vhtKk2vyeizLcNZq;1.0;Ale Zurita;Ale Zurita;652.0;31.0;[];
10nRSxUktKW346kbHFd2a2;1.0;Roshi;Roshi;165.0;27.0;[];
10pGIFkttwRnBcsljjHVoz;1.0;Dayce;Dayce;319.0;32.0;[];
10pdDwr2tlXBfqt6VQJ5nF;1.0;Clan Lava;Clan Lava;8.0;14.0;[];
10wtjG9fJfiTiZmG6YcfOC;1.0;Stiekz-O-Matic;Stiekz-O-Matic;283.0;1.0;[];
10xI4sAbuG9KrQDe0Bwrh8;1.0;Qxó;Qxó;3288.0;17.0;[];
111GJoIu0yE3AiXtlrS8LP;1.0;Joey Tang;Joey Tang;111.0;21.0;[];
1127FlmEDHXC26IBsg8zHP;1.0;Thomas Hayes;Thomas Hayes;5592.0;35.0;['pop edm'];
112OOUPY3pq7Hr35s3po6E;1.0;Yomo Toro;Yomo Toro;2241.0;43.0;['cuatro puertorriqueno', 'puerto rican folk'];
11419mV19Pj8zf96vPU0Q2;1.0;Cax Camp;Cax Camp;2034.0;33.0;['trap carioca'];
115zGmaSsIKNOyASAqEHYv;1.0;Chico Carlo;Chico Carlo;1.0;12.0;[];
117kASR3p04ht0DOsWOu0w;1.0;mc Jotabe;mc Jotabe;26.0;9.0;[];
117qzw3tdGJOdskljHEz7E;1.0;KIDD KAWAKI;KIDD KAWAKI;1899.0;40.0;['german underground rap'];
11GFiGwJdNtBU6noGba5SE;1.0;Jan Saiyan;Jan Saiyan;0.0;2.0;[];
11HZk3D23QKsM26iQrCJ3Y;1.0;Prince Singh;Prince Singh;322.0;6.0;[];
11IzBYjcLBduBvY2TaZjB1;1.0;Corry Da Groove;Corry Da Groove;33.0;21.0;[];
11LPIdJxji9IYplWB2nE25;1.0;GHOSTER;GHOSTER;845.0;13.0;[];
11O6Mlh73ZMo5PwoyK3Jkc;1.0;Wörky;Wörky;5102.0;28.0;['magyar trap'];
11PpNNR6WoXGTEDLiTjdfe;1.0;Fakkboiz;Fakkboiz;6805.0;34.0;['fotbollslatar'];['no (3)', 'se (2)']
11T18BfcT9H4yKtTcHEEJL;1.0;Yung Gwopp;Yung Gwopp;2363.0;32.0;[];
11ZmGsPgd8I5tOjEOeo7y1;1.0;Badshah,Uchana Amit,Yuvan Shankar Raja,Jonita Gandhi;Badshah,Uchana Amit,Yuvan Shankar Raja,Jonita Gandhi;49.0;3.0;[];
11bBHpkCZPkktTsrXAZyql;1.0;Anudeep Dev;Anudeep Dev;78066.0;45.0;['tollywood'];
11bGvkxWCsKDOsDWYU8G7r;1.0;mc talibã;mc talibã;49.0;22.0;[];
11cTkvui6o9eyBAByfXl7v;1.0;Onat;Onat;389.0;31.0;['albanian hip hop'];
11diSOIRH0z3p9XZ7hZSod;1.0;Carlos Blanco;Carlos Blanco;16880.0;40.0;['mexican hip hop'];
11gpWbDvFxw1lytBY1j6UT;1.0;Derezon;Derezon;0.0;1.0;[];
11lcgZfauqObSx8XmlvIZG;1.0;Tanzil Hasan;Tanzil Hasan;84.0;5.0;[];
11ooXjcX0LXtpDs9FnwF4C;1.0;Sam Lemay;Sam Lemay;62.0;37.0;[];
11xkTV8bJ6qrbVQURLfTfX;1.0;J Wild;J Wild;64.0;5.0;[];
120Hnh6hOWiIpfL4WDo7nm;1.0;Jussie Smollett;Jussie Smollett;50210.0;48.0;[];
1228FZDMTuEucOQKXUxB0r;1.0;RUDENNI;RUDENNI;136.0;20.0;[];
128I3JI2EwjTwBpoUWgt0G;1.0;The HIDD3NS;The HIDD3NS;10.0;1.0;[];
129ayExi2gDK49ilgXxqVO;1.0;Tom Barman;Tom Barman;785.0;12.0;[];
12Bu78NJqYnaKKzkOR2QO3;1.0;Jacky Music;Jacky Music;19.0;17.0;[];
12IOricZgrOaxfVA453FCL;1.0;Sint Kids;Sint Kids;2275.0;14.0;['muziek voor kinderen'];['nl (3)']
12MIQ2WFRBq6T0s2Gn6Rdd;1.0;Anne Veski;Anne Veski;987.0;9.0;['estonian pop'];
12MYoPDuARZSr1BpAYIuqy;1.0;MC Ryan GF;MC Ryan GF;182.0;24.0;[];
12OTlmyNzOO3PMGbuy5Kza;1.0;Belen el Deconetao;Belen el Deconetao;9.0;1.0;[];
12TohT8FEzzwQMthLE8zKq;1.0;Sanjay-Rajee;Sanjay-Rajee;35.0;5.0;[];
12UQDFCHnDPPe6yBi8jKyc;1.0;Johnny May Cash;Johnny May Cash;6090.0;24.0;['chicago rap', 'drill'];
12V4d7COjy59CuGQr97tnU;1.0;Bad Jimmy;Bad Jimmy;0.0;0.0;[];
12fCNCkYtNfyBZ3zjFGri8;1.0;Bandata Na Ruba;Bandata Na Ruba;10706.0;28.0;['bulgarian pop', 'bulgarian trap'];['bg (1)']
12nEr6QOfSKkiTXjEp8tBB;1.0;MELON;MELON;38392.0;44.0;['lo-fi cover', 'slap house'];
12rqcxsx28NPNRwPOEBxYG;1.0;Kalif Hardcore;Kalif Hardcore;30452.0;46.0;['rap marseille'];
12uFh6RqAFf9Yd3i3sEDQg;1.0;Béesau & Prince Lao;Béesau & Prince Lao;5.0;8.0;[];
12wNJjrw3l56dpGIINKyRk;1.0;Tripdisz;Tripdisz;6.0;9.0;[];
12wSbofgp20fLAMoQOy9Js;1.0;PS;PS;414.0;35.0;[];
12zjLHz9Y2MkTURISQIS2s;1.0;Tyson;Tyson;415.0;21.0;[];
130JkW1WwUswzofZ2paOvs;1.0;La The Darkman;La The Darkman;26559.0;31.0;['hardcore hip hop', 'wu fam'];
136RgdZ1g8PAFTcCql1Rd9;1.0;Chiqui Rank;Chiqui Rank;73.0;2.0;[];
13Arjr3l52oSMG0ELUE74j;1.0;Flow MC;Flow MC;18169.0;24.0;['brazilian hip hop'];
13H2PbDHYtjo8v0R8HMAao;1.0;Summer Was Fun;Summer Was Fun;16150.0;37.0;['gaming edm'];
13KdZAymeOpYBd40kZIfF2;1.0;Mc Lukay;Mc Lukay;40.0;16.0;[];
13KoZTYlvSSxxuWujqSE6d;1.0;Punish;Punish;5.0;0.0;[];
13UE5hgs9FsO98RpIwnifx;1.0;Lenny Santos;Lenny Santos;5.0;7.0;[];
13VA1OUoylRGCsuf9TMO5k;1.0;MANSÃO FUNK;MANSÃO FUNK;1.0;6.0;[];
13dNv7aEnfMrKOShnvlCRb;1.0;LFDV;LFDV;178.0;13.0;[];
13esnaeVdcvWC4Aiy4mrFL;1.0;Phạm Hải Âu;Phạm Hải Âu;2.0;7.0;[];
13t1RROs40VnX8PtMUnBqc;1.0;Eugenia Quevedo;Eugenia Quevedo;19764.0;49.0;[];
13wGJAK3SKtAu9i1oUUoKs;1.0;Katia Guerreiro;Katia Guerreiro;16005.0;33.0;['fado'];
140rokMIDwKqDXs2E9i9RB;1.0;Myon & Shane;Myon & Shane;5.0;0.0;[];
141JOLdosQH1WCYAPhE15O;1.0;Byro;Byro;299.0;23.0;[];
143I1xeiJLsFTxHvcDHSEr;1.0;Neno Man;Neno Man;383.0;25.0;[];
144Tyea4hIcFCEzCezzyID;1.0;Sista Boss1en;Sista Boss1en;280.0;16.0;[];
1481DePcEz5zp1q51z6dgn;1.0;Shweta Shetty;Shweta Shetty;5688.0;32.0;[];
14AOdHHJBvMODgJbyAwtFn;1.0;Piyush Bhatnagar;Piyush Bhatnagar;55.0;0.0;[];
