graph;n_nodes;n_edges;connected_components;avg_clustering_coeff;global_clustering_coeff;approx_global_clustering_coeff;max_closeness;avg_closeness;max_eigenvector;avg_eigenvector
rand_random_trap_100_4027_3_0.9999_17366060287938557_10;4027;12072;1;0.5865165687768494;0.07683417167228272;0.0723;0.38405036726128017;0.22518303527781106;0.4718035406416458;0.0069323481387995696
rand_random_trap_100_4027_3_0.9999_1736606028995646_11;4027;12072;1;0.5898539951011732;0.12045559280758644;0.1174;0.3427841634738186;0.20076909779992647;0.5849161074886148;0.005650355533268157
rand_random_trap_100_4027_3_0.9999_17366060291437685_12;4027;12071;1;0.5886771548213799;0.10183978810222635;0.1021;0.3572315882874889;0.21243148140749726;0.6326741075035688;0.0056482863963908305
rand_random_trap_100_4027_3_0.9999_1736606029310121_13;4027;12071;1;0.5865762057257599;0.09805466021329298;0.0932;0.37044534412955465;0.22047815658468906;0.646516053679491;0.005498064677979584
rand_random_trap_100_4027_3_0.9999_17366060294703293_14;4027;12072;1;0.5901185702509585;0.11149726348709929;0.1126;0.37430271476385274;0.2105809284054579;0.6373257481383021;0.005421308353095623
rand_random_trap_100_4027_3_0.9999_1736606029618476_15;4027;12072;1;0.589281600808946;0.0808520573922898;0.0781;0.3858169621466219;0.2207946980961729;0.6612901288393392;0.0057907112852462845
rand_random_trap_100_4027_3_0.9999_17366060298987398_16;4027;12072;1;0.5913360331926513;0.10595255800118977;0.1034;0.36078501657854645;0.21108687747130223;0.5960454961397478;0.006185084345205446
rand_random_trap_100_4027_3_0.9999_17366060300552266_17;4027;12072;1;0.5868171833763814;0.11879112925830325;0.1187;0.32441579371474616;0.1992432333225294;0.6022174762897502;0.005583472847776245
rand_random_trap_100_4027_3_0.9999_17366060302031746_18;4027;12072;1;0.5915016635830965;0.0861272129092903;0.0816;0.38864755285259195;0.2285276308080434;0.594743322605879;0.006485366920234305
rand_random_trap_100_4027_3_0.9999_17366060303849823_19;4027;12071;1;0.5901748993892731;0.10075673837258736;0.1075;0.3634558093346574;0.21538762905483735;0.6402942810342296;0.005722985091432235
rand_random_trap_100_4027_3_0.9999_17366060305491602_20;4027;12072;1;0.5873464005672391;0.09846489551699456;0.0967;0.34092641205859936;0.20397251372120506;0.6163754463505876;0.005549389678427098
rand_random_trap_100_4027_3_0.9999_17366060307164166_21;4027;12072;1;0.5939112021925117;0.12911112011561787;0.1254;0.33187700931497816;0.20176371051607023;0.4582381132722252;0.006267916590974901
rand_random_trap_100_4027_3_0.9999_17366060308583882_22;4027;12071;1;0.5913519299296103;0.08004205046618114;0.0746;0.39948402460805715;0.22886818631445785;0.6625161148527409;0.0057538299271175245
rand_random_trap_100_4027_3_0.9999_17366060310486183_23;4027;12072;1;0.5896075751590059;0.0929866629155776;0.0988;0.36753697279532593;0.22154981273880284;0.4923296114961087;0.00719928164793329
rand_random_trap_100_4027_3_0.9999_17366060312231693_24;4027;12072;1;0.5829835631131356;0.07794240659914033;0.0806;0.41436805269658294;0.2388198617197609;0.6098047827173335;0.006724476654790441
rand_random_trap_100_4027_3_0.9999_17366060314192069_25;4027;12072;1;0.5886015545386177;0.08112669749498394;0.0829;0.3984560570071259;0.23057787025499038;0.4979929425666249;0.006982163824224483
rand_random_trap_100_4027_3_0.9999_17366060316104553_26;4027;12071;1;0.5909880867726683;0.08054305544962245;0.0847;0.3933561309233024;0.22819223812360903;0.6614712176400428;0.005717708961176194
rand_random_trap_100_4027_3_0.9999_17366060319172435_27;4027;12071;1;0.5864715549008035;0.10425594364543586;0.1086;0.3555908850026497;0.20516494044288694;0.5831509695064396;0.006332211580183497
rand_random_trap_100_4027_3_0.9999_17366060320771613_28;4027;12071;1;0.5921798741715113;0.10273640158338097;0.0952;0.40993788819875776;0.22330403029981033;0.6456771054682413;0.005846514350287179
rand_random_trap_100_4027_3_0.9999_1736606032240619_29;4027;12072;1;0.5948492196543373;0.11539621821867722;0.1091;0.40159600997506234;0.21963671502056414;0.517938830166433;0.006597976073024467
rand_random_trap_100_4027_3_0.9999_17366060323851771_30;4027;12072;1;0.5948559832301376;0.11648763783860908;0.1111;0.3215398131139685;0.19733538107100182;0.5984113701502952;0.005585401416232342
rand_random_trap_100_4027_3_0.9999_1736606032533778_31;4027;12071;1;0.5912404105092679;0.10811363404023308;0.1066;0.34313474814625416;0.20275842088109614;0.44742829259418254;0.006563088594537273
rand_random_trap_100_4027_3_0.9999_17366060326903698_32;4027;12071;1;0.5868657340872717;0.11063451865238957;0.1041;0.37160790105224295;0.2157683443224909;0.6139921046478009;0.005904204572043117
rand_random_trap_100_4027_3_0.9999_17366060328429692_33;4027;12071;1;0.5878678938744142;0.11669727923159053;0.1139;0.3359479305740988;0.1974640749435312;0.4729699657234313;0.006915679490243611
rand_random_trap_100_4027_3_0.9999_17366060329930737_34;4027;12072;1;0.5921791537094983;0.12949533148909478;0.1306;0.32787686293672125;0.19520685742755253;0.6106111550433475;0.005247886019735603
rand_random_trap_100_4027_3_0.9999_1736606033130846_35;4027;12071;1;0.5884792331979358;0.1023130588159376;0.1014;0.37622652088589853;0.2180678186255565;0.6119162423599471;0.005907294999345655
rand_random_trap_100_4027_3_0.9999_17366060332939198_36;4027;12072;1;0.5892901435359852;0.10390668381214016;0.1016;0.381466742467311;0.21818662688793442;0.6102134244542085;0.006148541646847522
rand_random_trap_100_4027_3_0.9999_17366060334556227_37;4027;12072;1;0.5825831009387191;0.10430593460990244;0.1012;0.35821692321380905;0.2157283176223964;0.6172276030242547;0.005786747277043568
rand_random_trap_100_4027_3_0.9999_17366060336135004_38;4027;12072;1;0.5919263392904348;0.10441720249913478;0.1028;0.3278501628664495;0.1985915198815462;0.6448289166455422;0.004917378377063448
rand_random_trap_100_4027_3_0.9999_17366060337746124_39;4027;12071;1;0.5820882000128946;0.09540771794552078;0.096;0.37496507404302876;0.2166700885811758;0.6438681669386709;0.005685590998650191
rand_random_trap_100_4027_3_0.9999_1736606034105173_40;4027;12072;1;0.5917742904131148;0.09064948610969777;0.0921;0.391025641025641;0.22537296770388268;0.6213504820248357;0.006252633861567847
rand_random_trap_100_4027_3_0.9999_17366060342775707_41;4027;12071;1;0.5826392306977161;0.07364344117992254;0.0783;0.40470446320868514;0.23618119279352842;0.550884159217738;0.006920439199218737
rand_random_trap_100_4027_3_0.9999_17366060344902449_42;4027;12072;1;0.5907165068829764;0.102558174817041;0.1028;0.3697309211130499;0.21872840670688312;0.6483054961011306;0.005433738075228024
rand_random_trap_100_4027_3_0.9999_1736606034651914_43;4027;12072;1;0.5916463664108061;0.12489733866881017;0.1209;0.3772842282822603;0.21036210418345752;0.3729034046015789;0.007532164124423318
rand_random_trap_100_4027_3_0.9999_1736606034792422_44;4027;12072;1;0.591017707289453;0.08863282330956815;0.0846;0.3794891130172495;0.21938944109035027;0.6507054967888679;0.005723531746714383
rand_random_trap_100_4027_3_0.9999_1736606034969107_45;4027;12072;1;0.589309712308084;0.09485357915767707;0.0936;0.3816113744075829;0.21987291547465146;0.4891226713922317;0.006660781241464245
rand_random_trap_100_4027_3_0.9999_17366060351392279_46;4027;12071;1;0.5883751773449352;0.090011941724385;0.0861;0.38644653484354;0.2271847000697899;0.5312275297484479;0.007006839888558617
rand_random_trap_100_4027_3_0.9999_17366060353164513_47;4027;12071;1;0.5873831752281989;0.09020178601001287;0.0901;0.3755246712060442;0.2217271985604858;0.5710065084996675;0.006560555159380915
rand_random_trap_100_4027_3_0.9999_17366060354956002_48;4027;12071;1;0.5901722565911557;0.12150268884735096;0.1202;0.338404639825166;0.2047225881745868;0.6121079060368179;0.005605961114688421
rand_random_trap_100_4027_3_0.9999_1736606035639515_49;4027;12072;1;0.5912408159461925;0.10749580212440805;0.1102;0.3723296032553408;0.22024193590997398;0.5478199139539962;0.006738544095545397
rand_random_trap_100_4027_3_0.9999_17366060357946312_50;4027;12072;1;0.5947475111381472;0.12603893287299717;0.1252;0.3577394704105207;0.20442263479686254;0.3684153380271249;0.007538756586971809
rand_random_trap_100_4027_3_0.9999_1736606035933832_51;4027;12071;1;0.5847310411874443;0.11348121843244995;0.1151;0.3393745258366349;0.2053111076228714;0.5327682542510754;0.006168364436455804
rand_random_trap_100_4027_3_0.9999_17366060360839975_52;4027;12072;1;0.5926560505501397;0.11415710967989082;0.1092;0.3520769567118496;0.21268559658833747;0.32938447350103783;0.008070816748342107
rand_random_trap_100_4027_3_0.9999_17366060362324982_53;4027;12072;1;0.5922716148958477;0.10446128746698662;0.1035;0.38445378151260506;0.21861294003763054;0.5837196295584196;0.006232314231757905
rand_random_trap_100_4027_3_0.9999_17366060363857813_54;4027;12072;1;0.5902081399888577;0.07105658487731598;0.0734;0.41402714932126694;0.23705374354759867;0.6553116360301317;0.006181463590920217
rand_random_trap_100_4027_3_0.9999_17366060365944016_55;4027;12072;1;0.5895874658721115;0.09929260898351744;0.1026;0.37263976305072194;0.22424263453608664;0.5482267815043324;0.0068491894788339355
rand_random_trap_100_4027_3_0.9999_17366060367572227_56;4027;12072;1;0.5938523990102966;0.08788927760011528;0.0859;0.3672687465790914;0.22294263994440916;0.6463444114636027;0.005692572638165902
rand_random_trap_100_4027_3_0.9999_1736606036935332_57;4027;12072;1;0.5914780467152578;0.10951732883809406;0.1111;0.33325055872858206;0.2021158785870891;0.5948985756259086;0.005721596652205049
rand_random_trap_100_4027_3_0.9999_17366060372945802_58;4027;12072;1;0.5908827326701686;0.10542639093496971;0.0982;0.3683103101271613;0.2177559183825327;0.5840984663900872;0.006303380329454488
rand_random_trap_100_4027_3_0.9999_17366060374527183_59;4027;12072;1;0.5922962387308849;0.08789465725650909;0.0907;0.37605081262843265;0.22288920523220887;0.6227835275858212;0.006215488939913678
rand_random_trap_100_4027_3_0.9999_1736606037635026_60;4027;12072;1;0.5915565115637405;0.09585742781729162;0.0959;0.40621531631520535;0.2284445759025708;0.597221165581984;0.006568479696648161
rand_random_trap_100_4027_3_0.9999_17366060378036196_61;4027;12072;1;0.5896879148534238;0.11466796380345162;0.1139;0.37229517292398745;0.21611874832481126;0.5958626525058096;0.00630824010568702
rand_random_trap_100_4027_3_0.9999_1736606037951363_62;4027;12072;1;0.5844886132589138;0.07830572962674767;0.0811;0.4119934506753991;0.22851277375984141;0.664716944650452;0.005816905191878049
rand_random_trap_100_4027_3_0.9999_17366060381450746_63;4027;12072;1;0.5895877225963608;0.09904730788881899;0.101;0.3697988426563792;0.21642736972546883;0.6502120136182485;0.005475029050640768
rand_random_trap_100_4027_3_0.9999_17366060383077087_64;4027;12072;1;0.5916902771545115;0.11007520187388276;0.1112;0.37569988801791715;0.22169594282435107;0.5723963033288515;0.006520501849985879
rand_random_trap_100_4027_3_0.9999_17366060384608872_65;4027;12071;1;0.5878294511930489;0.08750559508558552;0.0904;0.3875625721986908;0.22132177043314408;0.6416301405058;0.00590210968865846
rand_random_trap_100_4027_3_0.9999_1736606038645329_66;4027;12072;1;0.591437364042119;0.10769045214008956;0.1102;0.3310583011265521;0.20193286548437375;0.6164497383232719;0.005519286901881488
