node;eigenvector;pagerank;closeness;degree;clustering_coeffs
1XLjkBxFokuDTlHt0mQkRe;0.012863680269093888;0.009516853617172728;0.055075358212767926;0.00865051903114187;0.0
0HlxL5hisLf59ETEPM3cUA;0.02261880118861039;0.00999683772807528;0.05398834456383172;0.00865051903114187;0.0
3tSvlEzeDnVbQJBTkIA6nO;0.031352689801090135;0.016569326918768622;0.05028326209376484;0.01384083044982699;0.0
2qxJFvFYMEDqd7ui6kSAcq;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
32wcuqRxZuBY5HbH1bWa8h;0.25079649378157026;0.02072000655068174;0.07830370585593913;0.020761245674740483;0.0
2Z4QqhmV5Xw5vX2ZI70HOR;7.019344611343571e-52;0.004370628627081573;0.0017301038062283738;0.0017301038062283738;0.0
08Ut1tYxtmgIInVyQqohkM;0.2501272027073507;0.024866851240375472;0.06804501139056734;0.02422145328719723;0.0
3IFgjVPT8yeB4UnJCWOpZA;0.3634958750867467;0.034104634801345;0.06954430825171544;0.032871972318339104;0.0
3xgj17ZsWxxU86S4qlWvOi;0.03299273766215003;0.020044905231984687;0.057628008242292285;0.01903114186851211;0.0
3j2zB13syOvCyrkJIomEA2;0.1824115923322794;0.019065663869798966;0.07013870404873865;0.01903114186851211;0.0
5XTxV2ifoYkmNb13Gb6cKz;0.0013992546635677257;0.014116797048343314;0.040266086230139456;0.012110726643598616;0.0
4d2NUjh9ZrzG1ZZdhpSDKH;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
2exkZbmNqMKnT8LRWuxWgy;0.09236909865710805;0.01810641989791614;0.05529803486322386;0.01730103806228374;0.0
4mncDFjVLUa3s025Tct3Ry;0.043855924020311125;0.010585003607429621;0.055900738240479704;0.010380622837370242;0.0
61lyPtntblHJvA7FMMhi7E;0.0022392098840613864;0.010861760444698939;0.04014788832535431;0.00865051903114187;0.0
7jZM5w05mGhw6wTB1okhD9;0.0026493321158885742;0.005983856028203054;0.04610240659383383;0.005190311418685121;0.0
5Am25tT39BPzreHngMkuux;0.2810208992924597;0.018184917939711616;0.07542489314064725;0.01903114186851211;0.01818181818181818
21dVknSLCsK37cWozWDZZS;0.1518054640765074;0.028053647355349397;0.04861509700060676;0.025951557093425608;0.0
3hteYQFiMFbJY7wS0xDymP;3.9181888058387446e-43;0.006375217335316691;0.0034602076124567475;0.0034602076124567475;0.0
0rasA5Z5h1ITtHelCpfu9R;0.42774001489326247;0.03322748357023345;0.07249318351327227;0.032871972318339104;0.005847953216374269
7bH17jyjkwMPMh9AS8EH0u;0.015328480150878808;0.013628282294984063;0.05675123356640679;0.012110726643598616;0.0
2FrKQPjJe4pVMZOgm0ESOx;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
4k1ELeJKT1ISyDv8JivPpB;1.4991905036177763e-26;0.014393572168257155;0.010380622837370242;0.010380622837370242;0.0
2mn602IBi2DIgqVl2vnam6;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
3El2sJgqTWkg1kkyHHAEu4;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
0N0d3kjwdY2h7UVuTdJGfp;0.0028243984347121297;0.006536418685279028;0.04589613184397327;0.005190311418685121;0.0
4xgFgBZ7CRtgtHcziClOwQ;0.05288648626497128;0.01875659437164951;0.06660899653979238;0.01903114186851211;0.0
4O1s9iVG46lSn1mD9ek1ES;0.00028223071748372067;0.002370216019261437;0.035009506713747536;0.0017301038062283738;0.0
4YmbYhAP7GdWZ5ehBTtDW4;0.00028223071748372067;0.002370216019261437;0.035009506713747536;0.0017301038062283738;0.0
5BFl4h5TXYSSJsCteTX3s1;0.030620934564423125;0.0022479417616045397;0.041154605685568814;0.0017301038062283738;0.0
4wPR8PhvdOB0vksHMUWDZY;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
0evBopfnhhbHzmHebWTDx7;0.0004516013063976619;0.0025044829149768024;0.03492012073915924;0.0017301038062283738;0.0
720Je3zIeXsRIWUcWRO8uX;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
3HRRzIZNQFus3xlUx2xKy1;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
6r77JL5RhQY6KjprmIyNpp;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
5DoTIfgEIXcZIluxsnvaVn;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
3dHW5v3wOdq67nyjMT9TCN;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
3BDHeNQRrxWiriGF1D3zSU;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
3cduU2huZ18pS50V7tic61;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
0d4nL4lAEkHJIqLZSHBuav;0.05044260516727564;0.002165569751915824;0.05427399718057157;0.0017301038062283738;0.0
5kLN8Hp6OAIf5M3sCjnrYk;8.652010225254252e-84;0.0006555947069839326;0.0;0.0;0.0
