graph;n_nodes;n_edges;connected_components;avg_clustering_coeff;global_clustering_coeff;approx_global_clustering_coeff;max_eigenvector;avg_eigenvector
rand_random_pop_100_18147_3_0.11_17366059906918855_69;18147;54431;1;0.05893284063725751;0.012709165159426225;0.0109;0.6364865572323651;0.002169581456862652
rand_random_pop_100_18147_3_0.11_17366059909660113_70;18147;54432;1;0.0590540206185629;0.01207671227194122;0.0116;0.49835724108472435;0.0025497970578014124
rand_random_pop_100_18147_3_0.11_1736605991244893_71;18147;54430;1;0.06013981308336411;0.012681320762322968;0.0135;0.5612557567863389;0.0025280978762064798
rand_random_pop_100_18147_3_0.11_17366059915153232_72;18147;54430;1;0.0592965340869551;0.01228088590322242;0.0103;0.502102366630787;0.0025239060462483908
rand_random_pop_100_18147_3_0.11_17366059917909484_73;18147;54429;1;0.05996234448756797;0.01192981587760647;0.0154;0.5367314813752883;0.0025488771329932134
rand_random_pop_100_18147_3_0.11_17366059920659854_74;18147;54432;1;0.059289892100632964;0.012813465422934258;0.0134;0.3352708548604276;0.0028579076748484083
rand_random_pop_100_18147_3_0.11_17366059923371284_75;18147;54430;1;0.0588369992876705;0.012105715949835153;0.0133;0.38065323441813076;0.002898837964207069
rand_random_pop_100_18147_3_0.11_17366059926109416_76;18147;54431;1;0.059927306899537916;0.011437572089446724;0.0108;0.3952993008641611;0.0027092736184338305
rand_random_pop_100_18147_3_0.11_17366059928874507_77;18147;54431;1;0.059019359963297706;0.012984454064673832;0.0143;0.38377060948424957;0.0027767437992292972
rand_random_pop_100_18147_3_0.11_17366059931528955_78;18147;54430;1;0.05891443188013073;0.01183415049653052;0.0138;0.5624406827084321;0.0024823221456824816
rand_random_pop_100_18147_3_0.11_17366059934314644_79;18147;54429;1;0.05820981852523556;0.01279278041969247;0.0102;0.3878653791826829;0.002879970559139053
rand_random_pop_100_18147_3_0.11_1736605993704072_80;18147;54431;1;0.06010856521634793;0.012276296063026035;0.0125;0.5614787519128513;0.0024274374236140784
rand_random_pop_100_18147_3_0.11_17366059939778523_81;18147;54430;1;0.059565617208479756;0.012550879141831566;0.0103;0.4953560913069575;0.002684467593802222
rand_random_pop_100_18147_3_0.11_1736605994248913_82;18147;54432;1;0.0586358298320448;0.011540817721403631;0.0123;0.6282920775708797;0.00221848091354787
rand_random_pop_100_18147_3_0.11_1736605994519328_83;18147;54431;1;0.060150370025421104;0.013200330080133566;0.0132;0.57605131299006;0.002428983639391668
rand_random_pop_100_18147_3_0.11_17366059947926874_84;18147;54431;1;0.059218086814568104;0.012032978885726162;0.0121;0.3712900199144897;0.0028001164992240333
rand_random_pop_100_18147_3_0.11_17366059950661821_85;18147;54430;1;0.06157686164126745;0.01209840889137439;0.0124;0.5452783178106448;0.002443171929132343
rand_random_pop_100_18147_3_0.11_17366059966039603_86;18147;54431;1;0.06007621409933525;0.01229931831545071;0.0129;0.6121196048739354;0.002321644175899922
rand_random_pop_100_18147_3_0.11_173660599687477_87;18147;54432;1;0.05975587649078302;0.011737823170412234;0.0105;0.5685932150431339;0.0024410610776487724
rand_random_pop_100_18147_3_0.11_17366059971442585_88;18147;54429;1;0.059074036979100755;0.011854020316760038;0.0114;0.6170992936897733;0.002284004538904968
rand_random_pop_100_18147_3_0.11_17366059974221046_89;18147;54431;1;0.0592784842825341;0.011690089246644346;0.0118;0.43047764680656275;0.00275006548816658
rand_random_pop_100_18147_3_0.11_1736605997699716_90;18147;54429;1;0.058540172521263985;0.013150507070919746;0.0127;0.4454777675572497;0.0026824156532973885
rand_random_pop_100_18147_3_0.11_17366059979707744_91;18147;54427;1;0.05905501068865184;0.01284449571247898;0.0108;0.4242825650891435;0.002769455467068822
rand_random_pop_100_18147_3_0.11_17366059982472525_92;18147;54431;1;0.05904786757571542;0.013496698193806476;0.0145;0.4257460103625374;0.0027130234667759228
rand_random_pop_100_18147_3_0.11_1736605998517761_93;18147;54430;1;0.05779928589261022;0.012525542607831225;0.0135;0.42433827967319676;0.0027769204650327905
rand_random_pop_100_18147_3_0.11_17366059987934227_94;18147;54431;1;0.06136719932096057;0.012289198536926005;0.012;0.5412953175772931;0.0024445341799765813
rand_random_pop_100_18147_3_0.11_1736605999068918_95;18147;54431;1;0.058974561894941;0.013173488428545913;0.0154;0.24677040130980432;0.0032542641394585304
rand_random_pop_100_18147_3_0.11_17366059993414476_96;18147;54430;1;0.060111026717146396;0.013338112977217568;0.0151;0.6224211249780786;0.0022307140019038343
rand_random_pop_100_18147_3_0.11_17366059996164076_97;18147;54428;1;0.05740144400568588;0.012247360148761429;0.0127;0.39274155387142295;0.002726952887742085
rand_random_pop_100_18147_3_0.11_17366059998888035_98;18147;54430;1;0.05938952560848119;0.013834273708209912;0.0124;0.3792843617952186;0.0029199791516992444
rand_random_pop_100_18147_3_0.11_17366060001628706_99;18147;54432;1;0.0584409914166251;0.012811349494333678;0.0137;0.5868171411078673;0.002434777507416176
