graph;n_nodes;n_edges;connected_components;avg_clustering_coeff;global_clustering_coeff;approx_global_clustering_coeff;max_eigenvector;avg_eigenvector
rand_random_pop_100_18147_3_0.11_17366012779690275_54;18147;54428;1;0.059495074663721274;0.01201979053016329;0.0112;0.40970133812149795;0.002792118122611306
rand_random_pop_100_18147_3_0.11_17366012782409997_55;18147;54431;1;0.057464168235452584;0.011181577630920723;0.0116;0.5597080455025158;0.0025439365799510712
rand_random_pop_100_18147_3_0.11_17366012785113878_56;18147;54431;1;0.059523513141421076;0.013409036354105942;0.0148;0.36711829303360216;0.0029376228461506803
rand_random_pop_100_18147_3_0.11_17366012787787743_57;18147;54431;1;0.0607000858716694;0.013121482511355953;0.0114;0.35058429100817273;0.0029464052129394326
rand_random_pop_100_18147_3_0.11_17366012790457911_58;18147;54429;1;0.05970201108125579;0.0127577432492395;0.0114;0.32447657409509023;0.0029615754642530866
rand_random_pop_100_18147_3_0.11_17366012793127239_59;18147;54431;1;0.05995654915731405;0.012359330711276342;0.0143;0.48186306772492826;0.0025273102994233655
rand_random_pop_100_18147_3_0.11_1736601279581536_60;18147;54432;1;0.059337829295923614;0.013225980656880553;0.0124;0.5404997853706497;0.0025439809084395865
rand_random_pop_100_18147_3_0.11_17366012798498912_61;18147;54429;1;0.0604024602717262;0.012254854965477931;0.011;0.6149832864745588;0.0022622246584114523
rand_random_pop_100_18147_3_0.11_17366012801259878_62;18147;54431;1;0.05877191452169071;0.013065047855884346;0.0133;0.5252279577718991;0.002574174597233506
rand_random_pop_100_18147_3_0.11_17366012803958106_63;18147;54430;1;0.05854390860766261;0.01173719603985563;0.0104;0.42704274290304794;0.0026727345921402717
rand_random_pop_100_18147_3_0.11_17366012806721265_64;18147;54431;1;0.059102945512904854;0.011152955283340923;0.0092;0.5766789960939429;0.002375546643034048
rand_random_pop_100_18147_3_0.11_17366012809452467_65;18147;54431;1;0.05950258564721453;0.013624901426356868;0.0141;0.4741554836397611;0.0027405141662537706
rand_random_pop_100_18147_3_0.11_17366012812128615_66;18147;54431;1;0.0579041614165345;0.013608877137576046;0.0115;0.3787269826843909;0.0027710481997798705
rand_random_pop_100_18147_3_0.11_17366012824610221_67;18147;54432;1;0.060146436084759926;0.012806821482007036;0.0121;0.5885728976011918;0.0024006998857014333
rand_random_pop_100_18147_3_0.11_1736601282729378_68;18147;54431;1;0.05916807446001557;0.012108334628390146;0.012;0.5945563187744556;0.0023841614393793203
rand_random_pop_100_18147_3_0.11_17366012829959857_69;18147;54430;1;0.05802860793085462;0.01331272225733689;0.0138;0.5918172281903036;0.0023969069860912567
rand_random_pop_100_18147_3_0.11_17366012832654116_70;18147;54432;1;0.05829784216648615;0.011630178092650793;0.0116;0.5393263333643595;0.0025700178663820984
rand_random_pop_100_18147_3_0.11_17366012835354154_71;18147;54432;1;0.060743643318585436;0.012790120426820765;0.0115;0.5496941570514539;0.0025030808966825854
rand_random_pop_100_18147_3_0.11_17366012838034506_72;18147;54431;1;0.058666683757253375;0.012384375538942073;0.0136;0.37974331824039737;0.002860811378714357
rand_random_pop_100_18147_3_0.11_17366012840693796_73;18147;54431;1;0.05796400904359335;0.011655948897631517;0.012;0.5757239948164603;0.002458774834294159
rand_random_pop_100_18147_3_0.11_17366012843387506_74;18147;54432;1;0.06182217705196529;0.01258486109787225;0.012;0.4018453235773837;0.002751154404173264
rand_random_pop_100_18147_3_0.11_1736601284609935_75;18147;54432;1;0.06082541206592052;0.012282344685898214;0.0138;0.6033225815079414;0.002381434667654354
rand_random_pop_100_18147_3_0.11_17366012848799808_76;18147;54428;1;0.0594540927074233;0.01294465619875596;0.0143;0.6459288857986458;0.0020676974031700593
rand_random_pop_100_18147_3_0.11_17366012851801436_77;18147;54429;1;0.06015413939611509;0.013125236271436263;0.0118;0.45040603013496117;0.00270630960245653
rand_random_pop_100_18147_3_0.11_17366012854829233_78;18147;54431;1;0.06020193229497396;0.013383920901810155;0.0142;0.3749322662763578;0.0027981339578273903
rand_random_pop_100_18147_3_0.11_17366012857516122_79;18147;54431;1;0.0594689205086575;0.01202067724167203;0.0109;0.5319647812279561;0.0023901077971948768
rand_random_pop_100_18147_3_0.11_17366012860437002_80;18147;54429;1;0.060549837524743993;0.012303352729482556;0.0122;0.6377950523783287;0.002152319545287556
rand_random_pop_100_18147_3_0.11_1736601286318156_81;18147;54430;1;0.0603246663926768;0.01229519017018423;0.0118;0.5773350779640871;0.002479862963266326
rand_random_pop_100_18147_3_0.11_17366012865876548_82;18147;54430;1;0.06069965964853967;0.012455520829105275;0.0129;0.6278013203814313;0.002207271793269816
rand_random_pop_100_18147_3_0.11_17366012868589282_83;18147;54431;1;0.06048681255989477;0.011887505867666705;0.0106;0.6152247882638714;0.0022746432957748463
rand_random_pop_100_18147_3_0.11_17366012871350636_84;18147;54429;1;0.05949676461983988;0.013494881303635329;0.0157;0.31746620459433134;0.002987423259305962
rand_random_pop_100_18147_3_0.11_17366012874047227_85;18147;54429;1;0.05931380263768243;0.01267897929044634;0.0137;0.6207375628826354;0.002179480206882723
rand_random_pop_100_18147_3_0.11_17366012889134178_86;18147;54430;1;0.06064488514568967;0.012447154045392844;0.0117;0.6442226442406681;0.002125534812071499
rand_random_pop_100_18147_3_0.11_173660128917853_87;18147;54430;1;0.05944622691557706;0.012958477442966753;0.0138;0.4981177998902931;0.0027165307200549813
rand_random_pop_100_18147_3_0.11_17366012894408178_88;18147;54431;1;0.05937784003719588;0.01151854661582649;0.0116;0.6368429518927422;0.002180627607989575
rand_random_pop_100_18147_3_0.11_1736601289708837_89;18147;54431;1;0.060104227063602716;0.012957170458712641;0.0148;0.42283905512882924;0.0027538402576558095
rand_random_pop_100_18147_3_0.11_17366012899709353_90;18147;54427;1;0.060777916023190194;0.012486278690930833;0.0124;0.629598496824633;0.0022239763815708386
rand_random_pop_100_18147_3_0.11_17366012902355194_91;18147;54432;1;0.06032772530209678;0.012565462346343252;0.0134;0.46142004093169425;0.0027653092333422133
rand_random_pop_100_18147_3_0.11_17366012905007575_92;18147;54431;1;0.0584424484279376;0.012899981321033952;0.0135;0.49921075193179565;0.0026378447727405225
rand_random_pop_100_18147_3_0.11_17366012907704208_93;18147;54430;1;0.060350423869942015;0.012988665300704692;0.0138;0.3384904519528939;0.0029617433558788626
rand_random_pop_100_18147_3_0.11_1736601291040872_94;18147;54430;1;0.06103776454569729;0.01210467242268198;0.0138;0.6026445946341976;0.002342937375378632
rand_random_pop_100_18147_3_0.11_17366012913082952_95;18147;54429;1;0.05945960490977562;0.013067032525817236;0.0131;0.4647500947355677;0.002673101820906287
rand_random_pop_100_18147_3_0.11_17366012915969017_96;18147;54429;1;0.05982181768998391;0.012479390425612514;0.014;0.609787324189863;0.0022851963071423074
rand_random_pop_100_18147_3_0.11_1736601291863838_97;18147;54430;1;0.06090044191217587;0.012845439828185125;0.0117;0.5872839058782116;0.00241797699045017
rand_random_pop_100_18147_3_0.11_1736601292133082_98;18147;54429;1;0.06138531823966769;0.013147632520121688;0.0132;0.5618556958597644;0.002483358947469612
rand_random_pop_100_18147_3_0.11_17366012924016747_99;18147;54429;1;0.06092679726524721;0.013490067703295886;0.0133;0.3270675933919532;0.0030311534147165835
