node;betweenness;degree;closeness;pagerank;eigenvector;clustering_coeffs
3V79CTgRnsDdJSTqKitROv;0.0008826749470584448;0.0015885623510722795;0.1816135212378481;0.0012122986707447097;0.0015477645219817838;0.0
7fFoO8E3rLkTJBItdhAwCy;0.00440074705364618;0.004765687053216838;0.16016369383239035;0.0037045579859172188;0.0014110710094895431;0.0
2uFUBdaVGtyMqckSeCl0Qj;1.515321797525227e-05;0.003177124702144559;0.0031771247021445594;0.0027270110295644517;4.447032802259712e-101;0.0
0qudezVgvl4Chd9BgNFB83;0.0017653498941168895;0.003177124702144559;0.16162698339398193;0.0022492182313177318;0.001483084786550135;0.0
3gGbSXSwHWmrUBIG9IUAau;1.2627681646043558e-06;0.0015885623510722795;0.0015885623510722795;0.0018090649103142558;1.7533554811946516e-113;0.0
5gqhueRUZEa7VDnQt4HODp;7.576608987626135e-06;0.003177124702144559;0.003177124702144559;0.002948726424356243;9.98308766613586e-103;0.0
0fauHpmSHwodVYIjTqOGHz;0.0;0.0007942811755361397;0.0007942811755361397;0.0012392341532932614;8.411265711285275e-123;0.0
5SaDyTQkjAAdrsmhPzrmw2;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
1FnB4v8w7m3AJfoc1UQfeD;1.2627681646043558e-06;0.0015885623510722795;0.0015885623510722795;0.0018090649103142558;1.7533554811946516e-113;0.0
6lBN3Tzt61u8i9AJoAhKzF;0.0;0.0007942811755361397;0.15885623510722793;0.0007209433380298738;0.0013970656726643362;0.0
1HIBjVzHAL7l9dOnKllH5J;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
15NSFL63oPhmpXLcZHny2N;0.024419847909164516;0.02779984114376489;0.25338396875827374;0.016925632038083956;0.038883901482553315;0.005042016806722689
7jzR5qj8vFnSu5JHaXgFEr;0.08224113170617257;0.10722795869737886;0.2104909551177439;0.06796625668360406;0.06505454807284715;0.0
2lD1D6eEh7xQdBtnl2Ik7Y;3.7883044938130677e-06;0.002382843526608419;0.0023828435266084196;0.002378895667335249;2.3289588175860195e-107;0.0
5aIqB5nVVvmFsvSdExz408;0.2803325332875273;0.397934868943606;0.36925785200446726;0.27114509083933674;0.7037884535852554;3.193612774451098e-05
2VKfXEWzhUi9siHBDTI02Y;0.0;0.0007942811755361397;0.0007942811755361397;0.0012392341532932614;8.411265711285275e-123;0.0
5RLsx9QFxt7RO5jTOxzWzl;0.0076401831746739455;0.011119936457505957;0.2322182434443368;0.006555577742554072;0.034113831689771085;0.01098901098901099
6JhUHne9H09NdkTI5E9GSt;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
4W3fa7tiXGVXl3KilbACqt;6.313840823021779e-06;0.0015885623510722795;0.002199547870715464;0.0014609495480850528;1.8420212990140032e-101;0.0
3OHvq5nAhR4XavjPpadB2X;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
3EA9hVIzKfFiQI0Kikz2wo;0.04173662687987713;0.04765687053216838;0.19538040964493397;0.03075626511270644;0.009314025703413508;0.0
24fwyM31DLDqYOPvQ0jFFr;0.0;0.0007942811755361397;0.15274637991079612;0.0006131364184008365;0.002895371254644944;0.0
3vZMa9tWbeSYpQYhGRKHws;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
4Xo09YXm0lIRA80IVUTe09;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
6kxOoWR3e76CmJsX9WIu4d;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
5fHgbkrS1UzsgXE2Mmhsjn;0.0;0.0007942811755361397;0.2220181266472952;0.0006452363766672534;0.03132338001519361;0.0
3IaOjT4uvherNQzpFMKiEu;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
4vWMHk6EkZ3hi3ZpV8yHGq;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
1HpMNDzaSrXeMgfW8GLCr5;0.0;0.0007942811755361397;0.15274637991079612;0.0006131364184008365;0.002895371254644944;0.0
0HC5DGqdUzXorIXUudkeWG;0.0;0.0007942811755361397;0.2220181266472952;0.0006452363766672534;0.03132338001519361;0.0
5H4ABKp8qUdj8Hy8mu2xQv;0.0;0.0007942811755361397;0.2220181266472952;0.0006452363766672534;0.03132338001519361;0.0
4833T2EZeTr6Fa3JgTeZOv;0.0;0.0007942811755361397;0.2220181266472952;0.0006452363766672534;0.03132338001519361;0.0
2xmzOWZeQCDksIQcLcnRrT;0.0;0.0;0.0;0.00018588512299398896;8.099754251780957e-157;0.0
