node;betweenness;degree;closeness;pagerank;eigenvector;clustering_coeffs
4Lm0pUvmisUHMdoky5ch2I;0.000659152330103487;0.015384615384615385;0.01605351170568562;0.02117900971114912;2.5878224567671075e-18;0.0
0rEuaTPLMhlViNCJrg3NEH;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
27T030eWyCQRmDyuvr1kxY;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
2UOVgpgiNTC6KK0vSC77aD;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
1db5TWniHR7iqwXer7AiQ2;3.9549139806209216e-05;0.007692307692307693;0.007692307692307693;0.01352456589114292;8.575341939208878e-48;0.0
7cnrSIu2CDgWOMnfQEx0Pg;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
6OPsyrpJLYcCZUEhWIEsep;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
2hhLQDmEJqObRlCHWbyeQF;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
5deRBvKxJssHVa9n6B7tWV;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
5QeGMmMBYG14aeTzkVny1l;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
5gRumjUBK1fHfuOlQxspJ9;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
00tVTdpEhQQw1bqdu8RCx2;0.0;0.002564102564102564;0.002564102564102564;0.007044732521017222;3.3629650897199496e-82;0.0
7jy3rLJdDQY21OgRLCZ9sD;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
52krZkLn1qitIAHIeoji07;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
3YcBF2ttyueytpXtEzn1Za;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
3NOlXM7t15vx8M9hwmQc9L;0.0;0.002564102564102564;0.002564102564102564;0.007044732521017222;3.3629650897199496e-82;0.0
2MqhkhX4npxDZ62ObR5ELO;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
2NPduAUeLVsfIauhRwuft1;0.0;0.0;0.0;0.0010567106243696747;2.3234506687775837e-158;0.0
